Question,Answer
"A1 PCE question: <p>I understand that v is <span style=""text-decoration:underline""><em><strong>an </strong></em></span>antiderivative of dv, but is there a reason the v doesn&#39;t include a &#43;C? Is it juts because it makes integrating by parts simpler?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukgfqdy6208%2F7b994eb7095dd189ad0759dbc2dbdc4e5340f36fd5d9c0a59638b5be13b37c11%2Fimage.png"" alt=""image.pngNaN"" width=""803"" height=""90"" /></p>","It&#39;s just to make the process simpler, in the end, the terms with the constant will just cancel out. The textbook section includes an example of what happens if we do choose to include the constant: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm0w6sz9wqg54e%2Fb63028545552a28fdde25e9fb35b7187f3876b703a97dff28aa0ab1c19487465%2Fimage.png"" alt=""image.pngNaN"" />"
"Problem Question from Lecture Today: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ul50mkwy46n%2Ff6e322a818aa3dcbd29853702f259baffbdf9fd90fe54c538b5ca47dac7a914e%2Fimage.png"" alt=""image.png"" /></p>
<p>I just need clarification on why we take the absolute value of the numerator |x&#43;3|? Also, how to intuitively know when to take the absolute value? Is it because of the square root, which causes it to become an absolute value?</p>","<p>We arrive at $$|x+3|$$ from the identity $$\forall x\in\mathbb{R}\ \left(\sqrt{x^2}=|x|\right)$$. Thus you are correct in saying the square root is the source of the absolute value.</p>
<p></p>
<p>I leave full proof to you, but the outline is as follows. We define the principal square root of a number $$x\in\mathbb{R}_{\ge0}$$ to be the number $$y\in\mathbb{R}_{\ge0}$$ such that $$y^2=x$$, and we denote this $$\sqrt{x}$$. Normally we have that $$k^2=(k)(k)=(-k)(-k)$$ for any number $$k$$, but when we take the principal square root we only get back $$k$$, even if we originally had $$-k$$. This is the same effect as taking the absolute value.</p>
<p>We arrive at $$|x+3|$$ from the identity $$\forall x\in\mathbb{R}\ \left(\sqrt{x^2}=|x|\right)$$. Thus you are correct in saying the square root is the source of the absolute value.</p>
<p></p>
<p>I leave full proof it to you, but the outline is as follows. We define the principal square root of a number $$x\in\mathbb{R}_{\ge0}$$ to be the number $$y\in\mathbb{R}_{\ge0}$$ such that $$y^2=x$$, and we denote this $$\sqrt{x}$$. Normally we have that $$k^2=(k)(k)=(-k)(-k)$$ for any number $$k$$, but when we take the principal square root we only get back $$k$$, even if we originally had $$-k$$. This is the same effect as taking the absolute value.</p>
We arrive at $$|x+3|$$ from the identity $$\forall x\in\mathbb{R}\ \left(\sqrt{x^2}=|x|\right)$$. Thus you are correct in saying the square root is the source of the absolute value."
"Webwork, PCES, TUTs: Hello, approximately how many Webworks, PCEs, and Tutorial worksheets will we have in the course?","<strong>approximately</strong> 36 PCEs (every lecture), 12 WebWork (every week), and 12 tutorial worksheets (every week). There will be some lectures with no PCEs. Those will be clearly indicated in Quercus. "
Reflections: I was just wondering how the reflections for this course will take place/work...when will they be assigned and due? ,Reflections are short quizzes to be submitted immediately after lectures. Not every lecture has a reflection.  In LEC0103 we plan to have reflection most Thursdays. 
"PDF Format of PCE: <p>Hello,</p>
<p></p>
<p>I see that our PCEs are directly on the Quercus pages. I&#39;m just wondering if there is a PDF form of PCE like the previous 186 and 188? which can be saved to the computer and more convenient to review.</p>","No, the professor said during the lecture today that there won&#39;t be a PDF file provided for us; however, you can do Ctrl &#43; P (for Windows) to print the PCE page and download it as a PDF file. Alternatively, you could click the three dots on the top right corner while the PCE page is on and then push the Print button and save it as a PDF file (again, I&#39;m a Windows user and Mac may be different?).
No, the professor said during the lecture today that there won&#39;t be a PDF file provided for us; however, you can do Ctrl &#43; P (for Windows) to print the PCE page and download it as a PDF file."
"A1 Textbook Practice question: <img src=""/redirect/s3?bucket=uploads&amp;prefix=attach%2Flqvcjvs6s457j1%2Fljzx8zdxbsn4g2%2Fmralagyxnrpf%2Fpublic_2024_01_09.jpeg"" width=""496"" height=""372"" alt="""" />Hi, this is a question from the textbook that I attempted but I seem to have made a sign error somewhere because the correct answer is sinx(-2&#43;x^2) &#43;2xcosx. Can someone please help me figure out what I’ve done wrong?","Isn&#39;t it the same thing though?
Isn&#39;t it the same thing though?"
Attending other lecture groups: Hi im wondering if we&#39;re allowed to attend other lecture groups in addition to attending our own?,You should directly check with the instructors in the lecture you&#39;d like to attend. 
"Can&#39;t Access “How to Use Study Material&#34; Files: <p>Hi, I&#39;m trying to read/download these files on Quercus but it says they&#39;re locked. I&#39;m trying to use them to prepare my study habits for this course in advance so I&#39;d really appreciate it if they&#39;d be open soon.</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ul1bsu483t3%2F15e26d497cfe2121d8ea3bb98d837f033d19b4d67f68628a919e531613be4e82%2Fimage.png"" alt=""image.pngNaN"" /></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ul1bsu483t3%2F753553053f273593c4b4a4cddf87500754ce98f8a503c7c2b94a0de7bc5c3ad1%2Fimage.png"" alt=""image.png"" /></p>",should open now
"TB Example: <p>How would you evaluate this integral, I&#39;m a bit stuck... a solution would be very much appreciated. </p>
<p></p>
<p>Thanks!</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flly6utysh6g2ms%2Fc8deef74cdfb3746dde6fdfb9b03791459681a03f231e2c2bbe554993aa0b55b%2Fimage.png"" alt=""image.png"" /></p>","<p>Hi, </p>
<p></p>
<p>I think this would be a question given to test knowledge of trig substitution. You have to look at the integral and the relationship between the terms, and think what trig relationships you know which have these same appearances. tan^2(x) &#43;1 = sec^2(x) comes to mind. Then make the substitution for x = tan(u) to make that relationship appear in the integral. Hopefully my own understanding is correct: </p>
<p>Edit: After reviewing the topic, there are three distinct patterns which you should be familiar with and one of these is sqrt(a^2&#43;x^2) as seen in this question. Based on which you are presented with, you should make a decision on which trig substitution to make (and each pattern consistently has its own trig ratio which is used). Like I said above, for a^2&#43;x^2 (here a =1), we are looking to make a substitution x=a*tan(theta) (this substitution is derived from Pythagorean triangle length relationships)</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukr1754d2wl%2F7e2dd1186665f3c393605213bd7a83630449fd3786249000a5a204d15a929875%2FIMG_D29357713A97-1.jpeg"" alt=""IMG_D29357713A97-1.jpegNaN"" /></p>
<p>Hi, </p>
<p></p>
<p>I think this would be a question given to test knowledge of trig substitution. You have to look at the integral and the relationship between the terms, and think what trig relationships you know which have these same appearances. tan^2(x) &#43;1 = sec^2(x) comes to mind. Then make the substitution for x = tan(u) to make that relationship appear in the integral. Hopefully my own understanding is correct:  <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukr1754d2wl%2F7e2dd1186665f3c393605213bd7a83630449fd3786249000a5a204d15a929875%2FIMG_D29357713A97-1.jpeg"" alt=""IMG_D29357713A97-1.jpegNaN"" /></p>"
"PCEs General Question: For the PCEs, are we expected to also read the textbook to prep for lecture? Or is the stuff on Quercus modules (excluding the textbook) all we need to know (bare minimum) to prepare for lecture? ","It prefaced somewhere that reading the PCEs alone will suffice I am pretty sure.
You don&#39;t need to read the textbook before the lectures. However, we recommend reading the text sometime between your lecture and tutorial the coming week. "
"PCE A2 Trig Subtitution yield: For A2 PCE Trig Substitution, do we need to know the full process for what the subtitution yields? Or can we just memorize the result? For example, sqrt(a^2-X^2)=acos(theta) and memorize that? ","To my knowledge, there are three situations and you could kinda memorise which situation calls for which substitution. <img src=""https://piazza.com/redirect/s3?bucket=uploads&amp;prefix=attach%2Flqvcjvs6s457j1%2Flmhs666216z10a%2Foovxwghpygnl%2Fpublic_2024_01_09.jpeg"" /><p></p>
It is always helpful to know where formulas are coming from so that if you are in a situation that does not exactly match the formula you memorize, you can still apply your knowledge by driving a similar formula from scratch. "
"2021 Term Test 1 Q5: <p>Did anyone solved this question by using integration by parts? How to eliminate the square root?</p>
<p>Thanks !</p>","There are six tests here, which one are we talking about?<div><br /></div>"
"A2 PCE Textbook Question: <p>Hi,</p>
<p></p>
<p>I was working on question 135 in the textbook for the A2 PCE and I got an answer that this different than the textbook. Can I get some help with this? Screenshots of my work (my answer highlighted in yellow) and the answer from the textbook are attached below. Thanks! </p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljo7qmxghwe1u6%2Ff0bd5c01c42cbb574ee5521b7473d87a206454542c3449b1d8a8356b5cd89ce9%2FScreenshot_20240109_212826_Samsung_Notes.jpg"" width=""928"" height=""314"" alt="""" /></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljo7qmxghwe1u6%2Ff3c063ab94457c104d55ae3b6199d4bdbf33516319f7fe5bd8767c375f1cf6fc%2Fimage.png"" alt=""image.png"" width=""430"" height=""68"" /></p>","Your answer is the same as the one in the textbook. To see this, use the law of natural logarithm to bring the $$\frac{1}{a}$$ out. Recall that $$\ln b/a=\ln b-\ln a$$. Then absorb it into the integration constant. You can rename your constant after.
Your answer is the same as the one in the textbook. To see this, use the law of natural logarithm to bring the $$\frac{1}{a}$$ out. Recall that $$\ln b/a=\ln b-\ln a$$. Then bsorb it into the integration constant. You can rename your constant after. "
"CV2 3.3 Example 3.26: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm5nq5ryuus1ji%2Fe61bd4c4bb3c6457bf30d6ea0d71de982769b032bb9339c3ab98e2fb141cba4a%2Fimage.png"" alt=""image.png"" /></p>
<p>In this question, how do we integral the sec^3 theta? Do we use the substitution method?</p>","Integration by parts;<img src=""https://piazza.com/redirect/s3?bucket=uploads&amp;prefix=attach%2Flqvcjvs6s457j1%2Flmhs666216z10a%2Ftemvjwotssqb%2Fpublic_2024_01_09.jpeg"" /><p></p>"
"3.3 Homework q137: <p>Hello, I was wondering, why am I slightly off in my answer, I’ve checked it several times although am unsure.</p>
<p></p>
<p><a href=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm5cgk9mzcv59j%2F35c4e2ea6baceb96564682a558311eb4cbd9dd5ab4bb345541f075f744151207%2FIMG_0627.jpeg"" target=""_blank"" rel=""noopener noreferrer"">IMG_0627.jpeg</a></p>","<p>There&#39;s an error in the substitution for $$\sqrt{1+9x^2}$$. You define $$x=\frac{1}{3}\tan(\theta)\Rightarrow\tan(\theta)=\frac{3x}{1}$$, so the adjacent side of the right-angled triangle with angle $$\theta$$ is equal to $$1$$ and the opposite side is equal to $$3x$$. By the Pythagorean theorem, we know that the hypotenuse is equal to $$\sqrt{1+9x^2}$$.</p>
<p><br />Returning to the integral, we have $$\sqrt{1+9x^2}=\frac{\sqrt{1+9x^2}}{1}=\sec(\theta)$$ (the hypotenuse on the adjacent side). So the denominator in the second line should be $$\sec(\theta)$$ not $$\frac{1}{3}\sec{\theta}$$.</p>
<p>Il y a un erreur dans la substitution pour $$\sqrt{1+9x^2}$$. Vous définissez $$x=\frac{1}{3}\tan(\theta)\Rightarrow\tan(\theta)=\frac{3x}{1}$$, donc le côté adjacent du triangle rectangle avec l&#39;angle $$\theta$$ est égal à $$1$$ et le côté opposé est égal à $$3x$$. Par le théorème de Pythagore, on sait que l&#39;hypoténuse est égal à $$\sqrt{1+9x^2}$$.</p>
<p></p>
<p>Retournant à l&#39;intégrale, on a $$\sqrt{1+9x^2}=\frac{\sqrt{1+9x^2}}{1}=\sec(\theta)$$ (l&#39;hypoténuse sur le côté adjacent). Donc le dénominateur dans le deuxième ligne devrait être $$\sec(\theta)$$ pas $$\frac{1}{3}\sec{\theta}$$.</p>"
"Webwork Authentication: <p>Hello,</p>
<p></p>
<p>What are the username and password for 2024 Winter MAT187 H1 S Calculus II to log in to Webwork?</p>
<p></p>
<p>Thanks</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukvxxl163b9%2Fe73dfd0e90a63b7eb96579573fd5e2c74bb6ef69db8f56473b6f27b7a8bc7e48%2FScreenshot_2024-01-10_at_2.18.25_PM.png"" alt=""webwork.pngNaN"" /></p>","You have to close the page and reopen from teh Quercus. There is no direct credentials for WW, you have to open it from Quercus every time. "
"WebWork 1 Problem 5: When doing this question, I ran into a problem regarding how to define the integral of g(x) times du which was 3x^2. Is another way to solve this problem other than integration by parts (perhaps trig substitution) or did I select my u and dv wrong? Also, how do we incorporate the table into our answer because I&#39;m not sure why we are given the values of g(x) in between the endpoints. Just for context, my u is x^3 and my dv is the derivative of g(x) times dx<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljww2wwy5x05wq%2F1960392e04beab05137d6fea30fe8e6a0e49a0e56dc0a6dd9bb0021ae42fbb1a%2FScreen_Shot_2024-01-10_at_2.24.50_PM.png"" width=""841"" height=""200"" alt="""" />. Here is the picture of the problem. ",I used Riemann sum to calculate it but not sure if it is correct since webwork site is down for some reason.
"Why WebWork is being buggy: I can&#39;t seem to access the webwork page via the link. Is anyone else having the same issue.<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljww2wwy5x05wq%2F1fb435d25d341a9af166241f18e340ed67cf4f6c624f3a2dce691005f7847d1c%2FScreen_Shot_2024-01-10_at_2.50.11_PM.png"" width=""584"" height=""300"" alt="""" />","<p>Yeah I’ve tried so many times too not working atm</p>
<p></p>
<p>Another student: Same, it worked for about ten minutes but when I tried to click onto another question, I got the same response. It hasn&#39;t opened for me since.</p>
Yeah I’ve tried so many times too not working atm
OK, I report this!"
"Domain of Sinx: When we work with f(x) = sin(x)<div><br /></div><div>Are we limiting the domain of sin(x) to only a specific set of x values, or is the domain all values of x?</div>",The domain of sinx is $$\mathbb R$$. If you want $$\sin x$$ to be invertible (this happens sometimes in trig substitution) then you need to limit your domain so that the $$\arcsin$$ is defined. 
"WebWork 1 Q3: <p>Hi, </p>
<p></p>
<p>I was wondering whether knowledge of integration by partial fraction decomposition is required for Question 3 of Webwork 1? I won&#39;t show my answer but I was able to simplify all the way down to [algebraic terms &#43; integral (1/(x^2-1))]. I can do this last integral with partial fractions, but was curious whether we could evaluate Q3 entirely without the use of partial fractions since I think the WW is due before we would learn this topic. </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukr1754d2wl%2F1b0f3c6ae41e88970cd47b4489591deccd67e5c3afacd28656ecf3414285d6cc%2FScreenshot_2024-01-10_at_17.43.28.png"" alt=""Screenshot_2024-01-10_at_17.43.28.png"" /></p>
<p>Thanks</p>",You can directly split the expression inside ln to be (x&#43;1)(x-1). Then the ln of products is the sum of the ln’s (ln(x-1)&#43;ln(x&#43;1)).
Webwork 5 method: Hi! Can someone please explain how to solve this question? I did integration by parts but I don’t know how to simplify it more. I also don’t understand what it means to assume that g(x) is a constant or linear function. ,@49
"Lecture Slide A1 Q3: <p>Hi, for this question in the lecture, I&#39;m still confused why the first option is correct. Can someone explain this to me?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7556m6cl45bd%2Fa3576cb3929ae4af6d0b3a8b0cc857625e6ab861c86f3586793e06023bf9f487%2Fimage.png"" alt=""image.pngNaN"" /></p>","When picking U, we generally want to choose the term which will get simpler or reduce after taking its derivative. U = x^2 will become du = 2x  dx, and if we repeat, we will eventually get rid of the x term. If we were to choose the exponential, we would never simplify the exponential since it preserves itself, and moreover, the x^2 term would grow since we integrate the rest of the integral (without U). 
If you try the second option you will see that the integral that you get is indeed more complicated than the one you started with, while the first option makes the integral simpler. Maybe not simple enough to solve yet. That means, you may need to apply IBP one more time to be able to solve it. "
"Integral From Lecture Today: <p>Anyone manage to figure out this integral from class today? Solutions from the web seem to use material we haven&#39;t yet covered.  Thanks for looking.</p>
<p></p>
<p><img src=""https://scontent.xx.fbcdn.net/v/t1.15752-9/404276839_402786302188316_1881857457842358065_n.jpg?stp=dst-jpg_s2048x2048&amp;_nc_cat=111&amp;ccb=1-7&amp;_nc_sid=510075&amp;_nc_ohc=prZhXWJxdTkAX8UWWCR&amp;_nc_ad=z-m&amp;_nc_cid=0&amp;_nc_ht=scontent.xx&amp;oh=03_AdQJyyWV8v-fsKVyUD-VpvmhRHKOOf9fn9NpZseUNK70nA&amp;oe=65C6A809"" /></p>","<a href=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flmrrcro0rhmpp%2F21c107228a2f002a9d86e7305549f67e35a8b020070254f54ebb74b4e9006060%2FIMG_0031.jpeg"" target=""_blank"" rel=""noopener noreferrer"">IMG_0031.jpeg</a>
Take $$u=t^2$$ and $$dv=te^{t^2}$$ and apply IBP.
Take $$u=t^2$ and $$dv=te^{t^2}$$ and apply IBP. "
"A2 PCE substitution resubstitution example: <p>I am a bit confused on how 2cos(theta) appears in the numerator of the equation after substitution in step 2. </p>
<p></p>
<p>Does the second step require using the integration by parts formula?</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ul10na2m3ro%2Fe0fda1a1760e1c720c6f49d3ae3199089d34ded7c03b14deb113d4d66b4c4b5d%2Fimage.png"" alt=""image.pngNaN"" /></p>","dx=2cos(theta)d(Theta)
A few lines before your screenshot, we described $$\sin \theta$$ in terms of $$x$$. Differentiating both sides of that equation gives you this expression for $$d x=2 \cos \theta d\theta$$.
A few lines before your screenshot, we described $$\sin \theta$$ in terms of $$x$$. Differentiating both sides of that equation gives you this expression for $$\d x=2 \cos \theta d\theta$$.
A few lines before your screenshot, we described $$\sin \theta$$ in terms of $$x$$. Differentiating both sides of that equation gives you this expression for $$\d x=2\cos \theta d\theta$$. "
"Lecture A1 Q6: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fllyn3ipyfn37ep%2F8289e6c551fe2b18d58a38f595b8c87a9678030b33586557513c3a0c2091acfb%2FScreenshot_2024-01-10_at_7.48.13_PM.png"" alt=""Screenshot_2024-01-10_at_7.48.13_PM.pngNaN"" width=""599"" height=""488"" /></p>
<p>For the 4th and 7th question, how did you do it? <br />Also, is the derivative of arctan something I should know as basic knowledge? </p>","<p>For the 4th I first use integration by parts ($$u=\tan^{-1}(x)$$ and $$dv=1\,dx$$) then a substitution ($$k=x^2+1$$) for the remaining integral.</p>
<p></p>
<p>For the 7th, you can remove $$x^2$$ from the integral because it concerns $$t$$, not $$x$$.</p>
<p></p>
<p>The derivative of the function $$\arctan$$ is not difficult to find; use the equation $$\tan(y)=x$$ with implicit differentiation.</p>
There is a partial solution posted on Quercus under the lecture page. "
"PCE A2 Question: In the PCE for Trig sub, it states that the domain of x = 2sin(theta): <div><br /></div><div>-pi/2 &lt; theta &lt; pi/2</div><div><br /></div><div><br /></div><div>Is this done such that x does not equal -2 or 2, and avoid  0 being in the denominator of the original function? </div><div><br /></div><div>When we restrict the domain of theta, we do it such that we don’t have the 2sin(theta) output any repeated values, right? </div>","Is this done such that x does not equal -2 or 2, and avoid  0 being in the denominator of the original function? Correct<br /><br />When we restrict the domain of theta, we do it such that we don’t have the 2sin(theta) output any repeated values, right? Correct. You can choose a different interval for $$\theta$$ that <em>sweeps </em>the same output for $$x$$. "
"webwork question 5 trapezoidal/simpson/something else?: <p>Hi,</p>
<p>Do we need to use trapezoidal / simpson / whatever for this question?</p>
<p></p>
<p>I did integration by parts and then I approximated g(x) as a linear function with it&#39;s two end points using the table but I don&#39;t seem to be getting a correct answer</p>","From how I did it, I just used rectangles and got it correct.
We move this question to next week WW. Even though you can do it using your MAT186 knowledge in Riemann sum, you will be better equipped after the numerical integration lecture next week. "
"Office Hours question: Hello, I was wondering, during office hours, are we allowed to ask questions about Webworks or assignments?",Absolutely. 
"Webwork Q6: I&#39;m having some trouble moving forth in webwork Q6, can I get some hints or pointers on what to do? I apply IBP but the second term is always an integral that can be simplified seemingly infinitely, have I simply not done enough iterations to simplify the second term until it integrates?<br /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukt2fxpd31m%2F88f1f0f688a18677dbf4bb00a41b818e83f1ab58eed3fc3a7d93697e6cbfcc03%2Fimage.png"" alt=""image.png"" />","Nevermind, I forgot that I can factor terms out of the integral 😏
Nevermind, I forgot that I can factor terms out of the integral
We did a similar problem $$\int e^x\sin x dx$$ in the lecture. The method is to keep applying IBP until you recover the integral you started with. "
"2021 Term Test 1 Question 2: <p>Cant figure this question out, any advice on how to approach this would be helpful.</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7uk1qrnpwn0%2Fa16b6a8bcade004924578553b55e225a62ecc8f46881eeea261407ff0c4f534a%2FScreenshot_2024-01-10_at_11.21.36_PM.png"" alt=""Screenshot_2024-01-10_at_11.21.36_PM.png"" width=""297"" height=""168"" /></p>
<p></p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7uk1qrnpwn0%2Fd156543e04152ea5e92e69bc7089519cf70e3dbf1fc9d37e6f08cac33a3736c9%2FIMG_1116.jpg"" alt=""IMG_1116.jpgNaN"" width=""348"" height=""465"" /></p>","I cannot view your work. Either way, try u = f(2x) , dv = 1dx. Things should work out.
After you apply IBP, the integral you get is exactly the integral you want to find (you need to adjust the constants). You just need to isolate it. In your work, you appied the fundamental theorem of algebra to it. "
"Integrating complex functions: <p>Hello, I seem to come across a frequent issue when integrating. Once I have created my IBP equation, the integrand is often a very complex set of variables, in which it always looks confusing to solve. </p>
<p>Does someone have any advice for these weird integrands?</p>
<p></p>
<p>Example: <a href=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm5cgk9mzcv59j%2Fd83d53d805df6518d24ba9215c4a3539520be8ccd4ba3e40a35924b28ca7c38f%2FIMG_0638.jpeg"" target=""_blank"" rel=""noopener noreferrer"">IMG_0638.jpeg</a></p>","Notice that the numerator of the integrand is a multiple of the derivative of the denominator. Thus, you should use a u-substitution. 
Normally I’d say look over your choice of u and dv, but in this case you can combine u and dv into one function and integrate it. Hint: use trigsub.<div><br /></div><div>Edit: for anyone new looking into this thread, trig sub is not the right way to go for this case :,)</div>
Normally I’d say look over your choice of u and dv, but in this case you can combine u and dv into one function and integrate it. Hint: use trigsub."
"weBwork question 3: <img src=""https://piazza.com/redirect/s3?bucket=uploads&amp;prefix=attach%2Flqvcjvs6s457j1%2Flm7ukxv139x3hp%2Fhfonydqnqujt%2Fpublic_2024_01_11.jpeg"" /><p></p>I’m not sure how to do this question. I tried integrating the ln by IBP but I keep on getting stuck. Could someone point me in the right direction? Thanks !","Using IBP on that ln(x^2 - 1) will produce a v du that you can solve by partial fractions decomposition. 
that ln(x^2 - 1) will produce a v du that you can solve by partial fractions decomposition. "
Derivative of inverse trig functions: Are we expected to know how to differentiate inverse trigonometric functions?,"<p>did we not learn this last term…?</p>
<p></p>
<p>(From another student) Derivatives of inverse trigonometric functions were in the MAT186 learning objectives, so they assume you already know them.</p>
<p></p>
<p>If you need a reminder, you calculate them as follows (I&#39;m only showing you the derivative of $$\arcsin$$, but the process is similar for the others):</p>
<p>$$\arcsin(x)=y\implies \sin(y)=x,\ x\in[-1,1]$$. Taking the derivative of both sides with respect to $$x$$ we have $$\cos(y)\frac{dy}{dx}=1\implies\frac{dy}{dx}=\sec(y)$$. Using a reference triangle, we find that $$\sec(y)=\frac{1}{\sqrt{1-x^2}}$$, so $$\frac{dy}{dx}=\frac{1}{\sqrt{1-x^2}}$$ for $$x\in[-1,1]$$.</p>
did we not learn this last term…?"
