Question,Answer
"Question about the triangle inequality: In the triangle inequality, I&#39;m slightly confused as to why it is assumed that x &lt; y. Why is this assumption needed for the proof to be valid? Would appreciate an explanation. Thanks!","<p>If x=y then |x-y|=0. Since we are trying to prove that |x-y| is smaller or equal to |y-z| &#43; |z-y|, 0 is smaller or equal than any |y-z| &#43; |z-y| (i.e. the right side of the inequality cannot be negative). This means we do not have to worry about x=y.</p>
<p></p>
<p>Furthermore, since |x-y| = |y-x|, they are kind of interchangeable (meaning if you cover x&lt;y, you also cover x&gt;y).</p>
<p></p>
<p>Thus, we can continue the proof assuming x&lt;y without loss of generality.</p>
<p></p>
<p>Note that by assuming x&lt;y, we aren&#39;t making the proof valid, but rather, we are noting that we already are covering the other scenarios (x=y or x&gt;y).</p>
<p>If x=y then |x-y|=0. Since we are trying to prove that |x-y| is smaller or equal to |y-z| &#43; |z-y|, 0 is smaller or equal than any |y-z| &#43; |z-y| (i.e. the right side of the inequality cannot be negative). This means we do not have to worry about x=y.</p>
<p></p>
<p>Furthermore, since |x-y| = |y-x|, they are kind of interchangeable (meaning if you cover x&lt;y, you also cover x&gt;y).</p>
<p></p>
<p>Thus, we can continue the proof assuming x&lt;y without loss of generality.</p>"
"Question Regarding the Course Presentations: Hi, does anyone know where to find the course slides? Thank you! :D","I think you can find it under <a href=""https://learn.uwaterloo.ca/d2l/le/content/932976/Home"" target=""_blank"" rel=""noopener noreferrer"">Instructor Specific Content</a> &gt; <em>Instructor Name</em> on the LEARN website."
"Math 137 Mobius |x&#43;1|&lt;1: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqw8u842y47eh%2F53faa07ce54f173dbcef02a1532c1bfee354611fac2ebf28fd52523b03766e70%2FScreenshot_2023-09-09_at_11.59.30_PM.png"" width=""642"" height=""380"" alt="""" />how is this incorrect?","Because this question has multiple solutions, as [-1,1] also contain points that are in the solution."
Practice problem: 1 &lt; |x &#43; 1|,"<p>1 &lt; x &#43;1 &lt; -1 </p>
<p>0 &lt; x &lt; -2</p>
<p></p>
<p>or</p>
<p></p>
<p>(-∞,-2)∪(0,∞)</p>
<p>1 &lt; x &#43;1 &lt; -1 </p>
<p>0 &lt; x &lt; -2</p>"
"Practise quiz 1: <p>Hi, is the <em>solution</em> to <strong>Practise Quiz 1</strong> be posted? I can&#39;t find it.</p>
<p>(p.s. The practice quiz is under the content of Quizzes, not under the weekly outlines &amp; practice problems)</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwehdad3p7l6%2Ff2ff00c168a5abda6521e39801c39dea292c40feb1bdb94d838bbae07f87caa6%2F_____2023-09-10_075421.png"" width=""649"" height=""372"" alt="""" /></p>",The solutions will be posted after the virtual tutorial session on Tuesday. The tutorial time will be posted tomorrow at LEARN.
"Week 1 problem: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwenvo4ex10e%2F514eef39b45d7a08fc81e344a359eff46ea389d980c533561e4feb55d108de0e%2FScreenshot_2023-09-10_102555.png"" width=""732"" height=""471"" alt="""" />","<p>I believe that the second option is also true, which is why the question was marked incorrect. </p>
<p></p>
<p>|x &#43; a| &lt; b can be expanded into: -b &lt; x &#43; a &lt; b. Through this, we can see that x &#43; a &lt; b, which makes the second option also a true statement.</p>
<p></p>
<p></p>"
"Mobius Quiz Question: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqw8em1rz14rg%2F766f45569216e22d1bb1745393ea0931058db790a82db86952c46eca90f96fcb%2FScreenshot_2023-09-10_at_12.58.41_PM.png"" width=""510"" height=""534"" alt="""" /></p>
<p></p>
<p>This answer only gets 0.5/1 points, could anyone explain which option I&#39;m missing here? Thank you!</p>","I think its because |x-1|&lt;6 is also a solution. Not sure though.
I think its because |x-1|&gt;6 is also a solution. Not sure though.
I think its because |x-1|&lt;4 is also a solution. "
"How do I get faster at this??: <p>Hi, this isn&#39;t really a math question, but more so an overall university question.</p>
<p>How do I prepare myself to write a quiz in 35 minutes, especially when sometimes it takes me 35 minutes to answer a question on Mobius or on the practice quizzes? </p>
<p>I&#39;m wondering if I&#39;m missing any techniques to get faster at these- are there any tricks that make these questions easier? for example, question 3 on Practice Quiz 1... is there a way to correctly answer this without breaking up and solving all the possible cases? </p>
<p></p>
<p> I&#39;m just feeling super discouraged and stressed :(</p>","<p>Generally, you need to do lots of practice in order to get more familiar and able to solve more quickly.</p>
<p></p>
<p>For MC3, the fastest way is to think about the problem geometrically: $$1\leq |x-5| < 3$$ means the set of points that are <strong>1 or more units </strong>from 5 AND less than<strong> 3 units </strong>away. So, looking at the number line, this suggests the set $$(2,4]\cup [6,8)$$.</p>
<p></p>
<p>For writing quizzes, some general advice is to read through the entirety of the quiz first and then start with the long answers. These questions are worth the most and have part marks. From there, you can work backwards to the short answers, MCs and TFs.</p>
<p></p>
<p></p>
<p>EDIT: Sorry, I forgot the most important thing: You <strong>can </strong>do this; you would not have been accepted to UWaterloo if there was doubt about your capabilities.</p>
<p></p>
<p>Generally, you need to do lots of practice in order to get more familiar and able to solve more quickly.</p>
<p></p>
<p>For MC3, the fastest way is to think about the problem geometrically: $$1\leq |x-5| < 3$$ means the set of points that are <strong>1 or more units </strong>from 5 AND less than<strong> 3 units </strong>away. So, looking at the number line, this suggests the set $$(2,4]\cup [6,8)$$.</p>
<p></p>
<p>For writing quizzes, some general advice is to read through the entirety of the quiz first and then start with the long answers. These questions are worth the most and have part marks. From there, you can work backwards to the short answers, MCs and TFs. </p>
<p></p>
<p></p>"
"Questions: <p>Why would this be wrong?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqw8rpo1vu6yt%2F2be93c0ce09e9e8f56d6f9ae6e3d1f527d7ceab3132a28715e3551d0cdcef74b%2FScreenshot_2023-09-10_at_1.32.37_PM.png"" alt=""Screenshot_2023-09-10_at_1.32.37_PM.pngNaN"" width=""572"" height=""377"" /></p>",Check what happens if x=-0.5 and y=1 for the second checkmark
"Week 1 Practice Problem 5: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwendun79xh%2Ffc722e91c2a4e74e09dd9da014477da2025f5e101225c39a27ae7f897d8fbf7a%2FScreenshot_2023-09-10_at_1.55.27_PM.png"" alt=""Screenshot_2023-09-10_at_1.55.27_PM.pngNaN"" width=""555"" height=""189"" /></p>
<p>For part d of this question, what does the notation &#34;\{-pi &#43; 1} mean.</p>",Not including that value
"Mob Quiz Question: <p>Why is this wrong?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqw8rpo1vu6yt%2F526a8728b150948f3f88461a16fef43401f11ac1a189b8612f3f172c8ceef60c%2FScreenshot_2023-09-10_at_2.01.53_PM.png"" alt=""Screenshot_2023-09-10_at_2.01.53_PM.png"" /></p>","<p>let a = -1, b = -2,<br /><br />-1 - -2 = 1.</p>
<p></p>
<p>|-1| - |-2| = 1 - 2 = -1.</p>
<p></p>
<p>Since right side is smaller than left, then option 1 is false</p>"
Anyone thinks math137 practice quiz is giving out wrong answers: ,"Once you compete it, it gives you the solutions which all seem correct"
"Can any1 solve this: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl6at26kwgd93bn%2F31c706ddcaf10cd499a4d06bff3f3ec0d444206d7acd469ebdda681e70f5ca24%2FIMG_0461.jpeg"" width=""1468"" height=""1065"" alt="""" />",Please try attempt the question first without asking for help. There are feedback after Mobius quizzes which you will be able to see where you did wrong. If you still don&#39;t understand then you can choose to ask either at Piazza or office hours.
"Correct me please!!: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl6at26kwgd93bn%2F7e14a5ff6bc10d0fcb8707532e26ca7b7e71ccc02f4c5411cf891d7d50aa1ff4%2FIMG_0462.jpeg"" width=""1113"" height=""892"" alt="""" />","When x&lt;=-1, -x-1&#43;5-2x=6&#43;x<div>                      4x=-2</div><div>                      x=-1/2(invalid)</div><div>When -1&lt;x&lt;=0, x&#43;1&#43;5-2x=6&#43;x</div><div>                          6-x=6&#43;x</div><div>                          2x=0</div><div>                          x=0</div><div>When 0&lt;x&lt;=5/2, x&#43;1&#43;5-2x=6-x</div><div>                            6-x=6-x</div><div>                            So x can be any number between 0 and 5/2(contain 5/2)</div><div><br /></div><div>When x&gt;5/2, x&#43;1&#43;2x-5=6-x</div><div>                     4x=10</div><div>                     x=5/2(invalid in this situation)</div><div><br /></div><div>So the answer should be 0&lt;=x&lt;=5/2</div>"
"Help: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl6at26kwgd93bn%2Faade78b70bfb2de92c64afa6de0f7c5884a0b91c54c81643c50ba08a36217b36%2FIMG_0463.jpeg"" width=""3024"" height=""2757"" alt="""" />","<p>The second, third and fourth statements would be false. </p>
<p></p>
<p>a) For any positive number, you can try with several values such that 0&lt;a&lt;b, it always follows that $$0<a^2<b^2$$</p>
<p></p>
<p>b) this is not true for $$x \in [0, 1] $$</p>
<p></p>
<p>c) choose x= -5, a = 4. This would satisfy the statement x &lt;|a|, therefore x does NOT have to be greater than -a. </p>
<p></p>
<p>d) choose x = -1, a = -2, b = 0. For the first first statement we have: -1 &#43;-2 &lt; 0, which is true, however the second statement would result in 3 &gt; 0.</p>
<p>The second, third and fourth statements would be false. </p>
<p></p>
<p>a) For any positive number, you can try with several values such that 0&lt;a&lt;b, it always follows that $$0<a^2<b^2$$</p>
<p></p>
<p>b) this is not true for $$x \in (0, 1) $$</p>
<p></p>
<p>c) choose x= -5, a = 4. This would satisfy the statement x &lt;|a|, therefore x does NOT have to be greater than -a. </p>
<p></p>
<p>d) choose x = -1, a = -2, b = 0. For the first first statement we have: -1 &#43;-2 &lt; 0, which is true, however the second statement would result in 3 &gt; 0.</p>"
"Why is this wrong: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl6at26kwgd93bn%2F45c0a8d59bfa9fd6a217b64fddecd7878dba0c884640c28afb4660752d1093e7%2FIMG_0464.jpeg"" width=""2081"" height=""1533"" alt="""" />","Second choice, consider a = 0.5 then a^2 = 0.25, which a &gt; a^2"
"Why is this wrong: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl6at26kwgd93bn%2F443440bad0187e83081e23ce10d93a3a359772e9214ecdf7f8894bdc05dd8de0%2FIMG_0465.jpeg"" width=""2141"" height=""1596"" alt="""" />",you can see the solution after you submit the assignment
"Correct me please: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl6at26kwgd93bn%2Ff90a534299f1f2713ccd31bbf27db1d61b8481da73b063f69a71e8fc55adca95%2FIMG_0466.jpeg"" width=""1965"" height=""1434"" alt="""" />",I believe you should be able to see feedback for each question after you&#39;ve completed the problem set. On the page with &#34;Grade Report&#34; there is a button that says &#34;View Details&#34;
"Can anyone explain this? I dont get it: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwabu0902154%2F55a254d94d614e56ff7a892ba6b07f17c5f2f28a4687c210da7e9b16e71b3925%2Fimage.png"" alt=""image.png"" />",@18
"Mod Quiz 1 question: <p>What&#39;s the most efficient way of solving this? </p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqw8rpo1vu6yt%2Fd228023b3967dcab161ed76001046d526142109fa941f4305bf92dd58559ac4f%2FScreenshot_2023-09-10_at_6.23.20_PM.png"" alt=""Screenshot_2023-09-10_at_6.23.20_PM.pngNaN"" width=""647"" height=""429"" /></p>","I don&#39;t think there is a faster way to solve this. I would just move |x| to the left side and then solve the equation by cases.<br /><br />Note: Even though a lot the Mobius quizzes are multiple choices, doesn&#39;t mean all of them are meant to be solved in short period of time."
"Week 1 Mobius Quiz (Solution question): <p>Not sure I understand the second half of this solution to this question. </p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqw8rpo1vu6yt%2F76e88a4c80439e8f3852de75b9c8086445f3257b89bad37ac282b3a8d0f1ef0b%2FScreenshot_2023-09-10_at_6.33.48_PM.png"" alt=""Screenshot_2023-09-10_at_6.33.48_PM.pngNaN"" width=""772"" height=""634"" /></p>","The question is asking which choices are correct. Note that all of these choices has to do with |x-7|, so at third step, we -7 to the entire inequality, so that we can see the relations of x-7 towards other numbers. As you see here, x-7 &gt; -13 and x-7 &lt; -11. <br /><br />From this, we can conclude that x-7 will be less than 0. That means in order to get the absolute value of x-7, you need to multiply x-7 by -1. <br />Multiply -1 towards the inequality, you will get -(x-7) &lt; 13 and -(x-7) &gt; 11 (You <strong>NEED TO FLIP </strong>the signs when you multiply/divide a negative value), which is equivalent to |x-7| &lt;13 &amp; |x-7| &gt; 11.
The question is asking which choices are correct. Note that all of these choices has to do with |x-7|, so at third step, we -7 to the entire inequality, so that we can see the relations of x-7 towards other numbers. As you see here, x-7 &gt; -13 and x-7 &lt; -11. <br /><br />From this, we can conclude that x-7 will be less than 0. That means in order to get the absolute value of x-7, you need to multiply x-7 by -1. <br />Multiply -1 towards the inequality, you will get -(x-7) &lt; 13 and -(x-7) &gt; 11 (You flip the signs when you multiply/divide a negative value), which is equivalent to |x-7| &lt;13 &amp; |x-7| &gt; 11."
"Will we need to remember proofs?: <p>On quizzes and exams, will we need to show the proof that a theorem derives from or just remember the theorem? Additionally, will we need to prove new things that we never learned?</p>
<p></p>","There shouldn&#39;t be any questions about proving the theorem taught in class in the quiz. We assume you know the theorem and its proof.<br /><br />You also won&#39;t be asked to prove anything that are outside of the scope of the quiz material in the quiz. However, there might be some proof questions related to the current or past quiz material. i.e. practice problem q2.<br /><br />With that being said, no, you don&#39;t need to memorize the exact proof of the theorem, but it&#39;s important &amp; recommended to know how the theorems are derived."
"Is |x| = |-x|?: This may be a silly question but |x| = |-x| is always, always true for real numbers, correct? There are no tricky misconceptions here like with x = |-x| (which is false)?","Yes, it is correct. |x| = |-x| always holds. There is no trick in this dw :))"
Week 1 Outline Q2 a) help: I have been trying to solve Question 2 a) from the outline of week 1. I checked the solution after trying and I see that they use the triangle inequality. However I do not understand how they used the triangle inequality to get the new inequality created in step 2. If anyone could help explain that would be great!,"@18
<p>For any triangle ABC, let the length of side A = |a|, the length of side B = |b|, and the length of side C = |a - b| (since the absolute value of a difference is like the distance between those 2 points).</p>
<p></p>
<p>|a - b| ≤ |a| &#43; |b|,</p>
<p>|a| ≤ |a - b| &#43; |b|,</p>
<p> and |b| ≤ |a| &#43; |a - b|</p>
<p>all must be true because they ARE the triangle inequality.</p>
<p></p>
<p>for the question</p>
<p>|a| − |b| ≤ |a − b|</p>
<p>is the same as</p>
<p>|a| ≤ |a − b| &#43; |b|</p>
<p>which is identical to the second triangle inequality above.</p>
<p></p>
<p>for the question</p>
<p>|a| − |b| ≤ |a &#43; b|</p>
<p>since |b| = |-b|</p>
<p>|a| − |b| ≤ |a &#43; b|</p>
<p>is the same as</p>
<p>|a| − |-b| ≤ |a - (-b)|</p>
<p>is the same as</p>
<p>|a| ≤ |a - (-b)| &#43; |-b|</p>
<p>and the solution is the same as above.</p>
<p></p>
<p></p>"
"Week 1 Practice Quiz: A Single Interval: <p>Hello!</p>
<p></p>
<p>One of the questions in the Week 1 Practice Quiz asks us whether an inequality can be expressed as a single open interval (I&#39;ve attached the Mobius solution below for context).</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwcm6iy84zh%2F76793789f588678d249154cf2741c70a969203d063c60308a5c9bfe1f451d527%2FScreenshot_2023-09-10_122759.png"" width=""1088"" height=""496"" alt="""" /></p>
<p></p>
<p>I wanted to ask for clarification on two aspects of the solution: First, why do we claim that for a single open interval to exist, $$(-b + 2, b+2)$$ must intersect with exactly one of the previous 2 intervals? Does $$(-b + 2, b+2)$$ ranging from the middle of the first to the middle of the second interval not leave us with a single open interval?</p>
<p></p>
<p>I&#39;m also wondering how we determine the 2 cases at the bottom. When I drew out a mock-number line, I initially thought that $$ -b+2 < -a+2$$ in case 1, and $$a+2 < b+2$$ in case 2 for &#34;overlap&#34; to occur. I&#39;m not quite sure I&#39;m seeing why both cases use the opposite inequalities.</p>
<p></p>
<p>Thank you!</p>","To answer your question, <br />1, if (-b&#43;2, b&#43;2) intersect both, you will have two disconnected interval. That is due to the previous 2 intervals are not connected, thus the intersection of (-b&#43;2, b&#43;2) and those previous two intervals will also be disconnected.<br />2, The reason those two cases are opposite inequalities in the feedback, is because the cases they put are when intersection of those two sets are empty set. So in this case, we do not want overlap to occur."
"Week 1 Mobius Question 4: <p>Can someone please explain why this is wrong?</p>
<p></p>
<p>I feel like the the second checked off item is wrong? The reason why I chose it was because I considered the case where a &lt; 0, and thought that the statement wouldn&#39;t make sense.</p>
<p></p>
<p>Thanks in advance!</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwdh2s3927me%2Fb8e07bff977391cde4d3b6d93c81aa49067cf5fbff5ce2f3e70d0afe5b0647e7%2Fimage.png"" alt=""image.png"" /></p>
<p></p>
<p></p>","You are correct about the second choice. It is false and the reasoning is same as you stated :)<br /><br />However, the third option is false as well. Consider the case where a = 0.5, then a^2 = 0.25, you will get a &gt; a^2.<br /><br /><em>(Technically &#34;None of the above&#34; is also false since clearly more than one of the above are false LOL)</em>
You are correct about the second choice. It is false and the reasoning is same as you stated :)<br /><br />However, the third option is false as well. Consider the case where a = 0.5, then a^2 = 0.25, you will get a &gt; a^2."
