Question,Answer
"Where Can I find the Lecture Slides?: Hey, where can I find the lecture slides on Learn / D2l? Thanks",Look in the Instructors folder and then choose the folder corresponding to your instructor.  Not all instructors use slides or post the slides they use. 
"Question about Negation of a statement: <p>What is the negation of &#34;This statement is TRUE?&#34;</p>
<p>Since &#34;The statement is FALSE&#34; is a paradox and cannot be regarded as a statement, what should the negation of &#34;This statement is TRUE&#34; be, or it is simply not a statement?</p>","<p>A very interesting question that was asked in my lecture this morning - I sent an email to my classlist, but I assume you are not in my section. Here&#39;s the email I sent:</p>
<p></p>
<p>&#34;My takeaways are that (1) the word &#34;This&#34; in both sentences refer to different things, so they aren&#39;t actually negations of each other; and (2) the sentence is a &#34;reverse paradox&#34; in the sense that the reader can assign a truth value to &#34;This statement is true.&#34;, and either choice is consistent, but no truth value is forced by the sentence itself.&#34;</p>
<p></p>
<p>To answer the question in the title, I think the negation would be something like &#34;The negation of &#34;This statement is true&#34; is true&#34;. We don&#39;t change the domain when we negate statements, so &#34;this&#34; should refer to the same thing before and after negation (thanks to Peter for pointing this out!).</p>"
What does it mean by “Do not use the notation P(n)” in WA1 Q1: Hi I was just wondering if anyone could explain what does it mean by not using the P(n) notation? Would it mean I can’t express the mathematical statement using such letters? <div><br /></div>,"What it means here is recall P(n): $$n$$ can be written as a sum of four perfect cubes.

So do not write the statement in symbols by writing, for example,  if the quantifier is a universally quantified statement and domain in S,  Then you have something like,

$$\forall n \in S, P(n)$$. Just expressing your open sentence as $$P(n)$$ is what you are told to avoid. Rather use the definition `` $$n$$ can be written as a sum of four perfect cubes&#39;&#39; and write that in symbols."
"Calculators: <p>Hello,</p>
<p></p>
<p>What are the policies for calculators in this course? I was told that for math 137 and 137 most calculators are not permitted and I was wondering if I need to buy a new one for this course.</p>
<p></p>
<p>Thank you</p>","Attached is a link to the University of Waterloo’s webpage highlighting the calculator policy. Here you will find which calculators are allowed.<div><br /></div><div><a href=""https://uwaterloo.ca/math/calculators"">https://uwaterloo.ca/math/calculators</a></div>
No calculators will be permitted on the tests and the final exam.  (And as such the questions will be designed so that you don&#39;t need a calculator.)"
Mod Quiz 1: What should we be reviewing and studying before completing the first Modius Quiz?,"Assuming you mean MA1, it covers up to the section on nested quantifiers, which is section 1.5 in the course notes.
Assuming you mean MA1, it covers up to the section on nested quantifies, which is section 1.5 in the course notes."
"Negation of a statement: To get the negation of ∃a ∈ Z, ∀b ∈ Z, 3a = b without using words or the ¬ symbol, would we just have to change that 3a≠b and keep the rest of the statement the same?","When you negate an existential quantifier, it becomes a universal quantifier and vice versa,  you then also have to negate the open sentence.  Changing $$3a=b$$ to $$3a \neq b$$ is negating the open sentence.  You need to do more. "
Seeing Wrong Questions After Mobius Assignment: <md>Will we get the opportunity to see the answers to the questions we answered on the Mobius?</md>,"Yes, this will be enabled sometime after the assignments are due."
"Extra practice for MA1: <p>Is there somewhere I can find extra practice before I start MA1 or should I just use my notes for review?</p>
<p></p>
<p>I looked on LEARN but couldn&#39;t find anything.</p>
<p></p>
<p>Thank you.</p>","<p>You can use your notes and the examples in the course notes. </p>
<p></p>
<p>We have extra practice problems posted on LEARN but they are more similar to the written assignments. </p>
<p>In addition to the instructor&#39;s answer, the following resource may be helpful:</p>
<p></p>
<p>The <strong>Mobius Textbook </strong>can be found in LEARN under <strong>Content &gt; Mobius Links &gt; MATH 135 Mobius Textbook</strong>. It includes both some notes and some &#34;Check Your Understanding&#34; questions built into the lessons where you can get instant feedback without it impacting your grade (I&#39;m 99% certain, but maybe someone else can confirm).</p>
<p><strong></strong></p>
<p><strong>The Mobius Textbook also has a section for practice questions.</strong></p>
<p></p>
<p>In the Mobius Textbook, navigate to the unit we&#39;re in, which for MA1 would be &#34;1. Introduction to the Language of Mathematics&#34;. Scroll to the bottom of the page and click on <strong>1.6 Practice Problems</strong>. They have the &#34;How Did I Do?&#34; feature, allowing you to see if you&#39;ve got the question right, and again, (most likely) don&#39;t count towards your final grade, so you can just explore until you get it right.</p>
<p></p>
<p>Best of luck on your Mobius assignment(s).</p>"
Content Tested in MA’s and WA’s: Hello! I was wondering if the number corresponding to each MA and WA represented the chapters it would test on.,"Not necessarily, but you can find this information on the course schedule <a href=""https://learn.uwaterloo.ca/d2l/le/content/933011/viewContent/5029638/View"" target=""_blank"" rel=""noopener noreferrer"">here</a> (the button is at the top of the course&#39;s LEARN homepage). For example, here you can see that MA1 and WA1 cover material in chapter 1, while MA2 and WA2 cover the material from the first 2 weeks."
"Mobius Quiz 2nd Attempt: <p>On the second attempt for the mobius quizzes, will we only have to answer the questions we got wrong on the first attempt?</p>
<p></p>
<p>I remember in MTHEL 99 each attempt after the first would have the questions you already got right already filled, and only the ones you got wrong on previous attempts would be empty.</p>
<p></p>
<p>Does it work like that here as well?</p>","Good question. You will have to answer <em>all </em>questions again, even those that you did get correct during the first attempt."
"Clarification about nested quantifier: <p>For the following nested quantifier, what would be the correct way to read/interpret it?</p>
<p></p>
<p>$$\exists x\epsilon \mathbb{Z}, \forall y\epsilon \mathbb{R}, x+y=0$$</p>
<p></p>
<p>Does this mean, &#34;Is there an explicit value of x that will make the equation true for all values of y&#34;? In other words, can we let x=-y to make the equation true or that wouldn&#39;t work in this situation?</p>","This wouldn&#39;t work because x is being chosen first,  and then you have to make sure x &#43; y = 0 no matter what y you choose to go along with that x.
<p>The student answer is great. Think of the quantified variables as being chosen by players in a game. In your example, $$x$$ is being chosen first, then $$y$$, because of the order of the quantifiers.</p>
<p></p>
<p>Now notice which quantifiers they are - existential first, then universal. Thus we would interpret this as “there exists an $$x$$ that works for all $$y$$”. Hopefully this helps you verify the truth or falsehood of the statement now.</p>"
"MA1 first attempt mark vs. second attempt mark: will the highest mark of the two be used, or only the second attempt’s mark be used for the final mark?",The highest mark. This was also added to the course outline yesterday.
"Question on Open Sentences: <p>Hello! </p>
<p>I had a question on open sentences. I know that an open sentences are expressions that can be dependent on n number of variables, and these variables are within P(x1,x2,x3..). However I was wondering can open sentences have can have several variables  but in P(x1,x2...) only few are actually stated. </p>
<p></p>
<p>To be more precise, if i were to stay let P(X): x^2 = y, would that be considered an open sentence? Y is still a variable even if P(X) is defined or would it have to be P(x,y).</p>
<p></p>
<p>If it has to be P(x,y) would it be safe to assume that if P(x) is an open sentence that sentence only has one variable?    </p>
<p></p>
<p>Thank you</p>","<p>It has to be $$P(x, y) \colon x^2 = y$$.</p>
<p></p>
<p>So you are correct: when one writes $$P(x)$$, this means that the open sentence $$P$$ depends on exactly one variable.</p>
<p></p>
<p>Here&#39;s an exercise for you. Let $$P(x, y)$$ be the open sentence $$x^2 = y$$. Determine if each of the following is</p>
<ul><li><em>a true statement</em></li><li><em>a false statement</em></li><li>an <em>open sentence that depends on x</em></li><li><em>an open sentence that depends on y</em></li><li><em>an open sentence that depends on both $$x$$ and $$y$$</em></li><li><em>neither an open sentence nor a statement</em></li></ul>
<p>(a) $$P(x, y)$$</p>
<p>(b) $$P(x, 5)$$</p>
<p>(c) $$P(3, y)$$</p>
<p>(d) $$\exists x \in \mathbb R, P(x, y)$$</p>
<p>(e) $$\forall y \in \mathbb Q, P(x, y)$$</p>
<p>(f) $$\exists y \in \mathbb Z, P(-3, y)$$</p>
<p>(g) $$\forall x \in \mathbb Q, P(x, 4)$$</p>
I believe that P(X): x^2 = y would not be an open sentence because there is no way to evaluate if it&#39;s true or false, given that the value of y is not given in the function."
MA assignments: I have a question about the marking scheme for Mobius assignments. I can see on mobius that it says I have 2 trials total per assignment. If I scored lower in my 2nd trial than in my 1st trial. Will mobius keep my highest score? Or will it take my score on 2nd trial as the final grade? ,"It will the be highest of the two scores.
@35 <div>Please search before posting a new question to avoid cluttering the forum.</div>"
"Expressing statement in symbolic form: extra practice problems week 1, q 3.d: <p>I&#39;m trying to figure out how to express the following in symbolic form: &#34;There is a perfect square which is also a perfect cube&#34;.</p>
<p></p>
<p>This is what I have come up with:</p>
<p></p>
<p>$$\exists a \in A, \exists b \in B, a = b$$</p>
<p>$$\text{where } A \text{ is the set of all perfect squares and } B \text{ is the set of all perfect cubes}.$$</p>
<p></p>
<p>Is it fine to create my own domain (such as A and B in my solution above) or should this problem have been completed differently?</p>
<p></p>
<p>Thank you.</p>","You can make your own domains as long as they&#39;re defined precisely. However, there is a clean way to do this problem using common set names."
"EP1 2f):  Question about mathematical statements: <p>I&#39;m struggling with 2 f) from ep1, which questions whether or not $$x \leq x + 1$$.</p>
<p></p>
<p>Initially, I thought it wouldn&#39;t be a statement since the answer should depend on the value of $$x$$, but this could also be evaluated to become $$0 \leq 1$$ which would be a true statement. </p>
<p></p>
<p>I&#39;m unsure as to whether or not it&#39;s a statement in that sense, and if it is not a statement, what values of $$x$$ would make the statement false?</p>","<p>You can&#39;t perform the manipulation you suggested without knowing what kind of object $$x$$ is. That depends on algebraic rules in $$\mathbb{R}$$, but what if $$x\notin\mathbb{R}$$?</p>
<p></p>
<p>Hopefully this helps you arrive at the answer yourself.</p>
So in this case as the value of x is unquantifiable it would be considered as an open statement however, if it said like x for all positive integers, then it would be considered as a statement and hence a false statement correct?<div><br /></div><div>Instructor input: please do not use the students&#39; answer field to ask a separate question. The followup discussions are meant for this.</div>
So in this case as the value of x is unquantifiable it would be considered as an open statement however, if it said like x for all positive integers, then it would be considered as a statement and hence a false statement correct?"
"Expressing statement in symbolic form: notation: <p>Is there a difference between writing </p>
<p></p>
<p>∃ x, y ∈ Z and ∃ x ∈ Z, ∃ y ∈ Z</p>
<p></p>
<p>If the domain is the same for one or more variables in a mathematical statement, could I always just use example one to express it?</p>",Yes. But <strong>only</strong> when the quantifiers and domains are all the same.
"How is this is a statement?: <p>How is the following question (from extra practice 1) a statement?</p>
<p></p>
<p>&#34;The equation $$x^2+2x-3=0$$ has a real solution.&#34;</p>
<p></p>
<p>I thought for something to be a statement it must not have undefined variables.</p>","<p>The graph of a quadratic equation either crosses/touches the x axis (has a solution) or doesn&#39;t (no solution).</p>
<p></p>
<p>If the equation was $$x^2+2x+m=0$$, for example, then the value of m would determine if it had a real solution or not, and that wouldn&#39;t be a statement.</p>"
"Proving &#34;n can be written as a sum of four perfect cubes&#34;: Upon attempting to complete WA1 of the course, MATH 135, Q1. b), which reads, &#34;n can be written as a sum of four perfect cubes,&#34; I was wondering if the statement is referring to four distinct cubes or not. thank you.",They need not be distinct.
"Q5 part b - e: When the question asks us to &#34;justify your answer&#34;, does it want us to explain how we understand and our answer came to be using words or does it want your answer in mathematical symbols? ","Unless you are writing a proof for a computer to check, all proofs should contain explanations in plain languages. Some (but not all) proofs also contain mathematical symbols and equations.
Unless you are a computer, all proofs should contain explanations in plain languages. Some (but not all) proofs also contain mathematical symbols and equations."
"Does EP1 question 3C require 3 quantifiers?: <p>For question 3, c in extra practice 1, is it necessary to use 3 quantifiers to express the statement in symbolic form?</p>
<p></p>
<p>The statement is, &#34;Every natural number can be expressed as the product of two integers&#34;.</p>
<p></p>
<p>In symbolic form, I wrote the following as the answer: $$\forall x \epsilon \mathbb{N}, \exists y \epsilon \mathbb{Z}, \exists z \epsilon \mathbb{Z}, x=y+z$$</p>
<p></p>
<p>Assuming I have the right answer, is the only way to express this statement in symbolic form using three quantifiers?</p>","I think there may be a way to write this with things like conjunctions, but the price for using less quantifiers is a much longer statement (probably a compound statement). Your approach seems natural enough - although you may want to doublecheck your open sentence.
I think there may be a way to write this with things like conjunctions, but the price for using less quantifiers is a much longer statement (probably a compound statement). Your approach seems natural enoug - although you may want to doublecheck your open sentence.
Note that it says product in the statement."
"EP1 question 5 answer: <p>I&#39;m trying to figure out the answer to EP1 Q5. The question asks me to express the statement, &#34;every integer is a perfect square&#34;, symbolically.</p>
<p></p>
<p>This is what I came up with: $$\forall x \epsilon \mathbb{Z},\sqrt{x} \epsilon \mathbb{Z}$$</p>
<p></p>
<p>It seems like something is missing but I&#39;m not too sure.</p>
<p></p>
<p>Thanks.</p>","<p>this answer is correct.</p>
<p>Maybe it looks like it&#39;s missing something because you are expecting the open sentence to be an inequality or an equation, but that isn&#39;t necessary.</p>
<p></p>
<p>As more practice, you can try rewriting the statement so the open sentence is an equation</p>
<p>Where are you finding these questions?</p>
<p></p>
<p>EP= Extra Practice?</p>
Where are you finding these questions?
Where are you finding these questions?"
"Math 135 tutoring centre: I wasn&#39;t added to the Math 135 MS teams. So, what is the code for that and when do the tutors hold meetings?","<p>The info is at LEARN, Content -&gt; Course information -&gt; Tutoring center information</p>
<p></p>
<p>You will be automatically added to the Tutoring center MSTeam, The tutoring center opens on Wednesday, so you might not get an invite until after then</p>"
"Question about 1.4.1, the use of the capital letter P: <p><a href=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwelvposqnn%2F00ace002e7f11bab70901d5516e43ed274c4538baa6d19248beb857f4f745066%2F__2023-09-09___5.52.32.png"" target=""_blank"" rel=""noopener noreferrer"">__2023-09-09___5.52.32.png</a></p>
<p>I am confused about the last sentence. What does &#34;x has property P&#34; mean? And why does this issue have something to do with the capital letter?</p>
<p>Thank you</p>","<p>This is best explained with the help of an example. </p>
<div></div>
<div>$$\exists x \in \mathbb{R}, x^2 = 0$$</div>
<div></div>
<div>Here, $$P(x): x^2 = 0$$. Note that P(x) represents the fact that x has the &#34;property&#34; that squaring it yields zero. </div>
<div></div>
<div>The &#39;P&#39; comes from [P]roperty.</div>
<div></div>
<div>The letter $$P$$ is just a name. You can use any letter you want, like when you name a function.</div>
<div></div>
<div>The fact that it’s a capital letter isn’t really important, the writer is just describing in words which symbol they’re referring to.</div>
<p>This is best explained with the help of an example. </p>
<div></div>
<div>$$\exists x \in \mathbb{R}, x^2 = 0$$</div>
<div></div>
<div>Here, $$P(x): x^2 = 0$$. Note that P(x) represents the fact that x has the &#34;property&#34; that squaring it yields zero. </div>
<div></div>
<div>The &#39;P&#39; comes from [P]roperty.</div>
<div></div>
<div>The letter $$P$$ is just a name. You can use any letter you want, like when you name a function</div>
This is best explained with the help of an example. <div><br /></div><div>$$\exists x \in \mathbb{R}, x^2 = 0$$</div><div><br /></div><div>Here, $$P(x): x^2 = 0$$. Note that P(x) represents the fact that x has the &#34;property&#34; that squaring it yields zero. </div><div><br /></div><div>The &#39;P&#39; comes from [P]roperty.</div>"
Math 135 fall term 2023: I am not added to the Microsoft Teams of Math 135. So kindly anyone share the link or can tell how to join.,"<p>I don&#39;t think there is a MS Teams. </p>
<p></p>
<p>Unless your instructor made one specifically for your section, in which case you should as them next time you see them</p>"
