Question,Answer
"Problem Running C on VS Mac: <p>I used Mac and followed the instructions on the Lab0 page on Quercus. However, when I finished setting the terminal and installing the two extensions required (shown in the first two pictures), and when running the code, an error said, &#34;The executable you want to run does not (yet) exist. You need to build it first...&#34; (As circled in the third picture).</p>
<p></p>
<p>Can anyone tell me what is the problem? It is so confusing since I did everything on the instructions.</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7556m6cl45bd%2F915fd178b3b930f80e47ca53136382e8ae517cf3ae21e501e64526d8f688b77f%2Fimage.png"" alt=""image.png"" /></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7556m6cl45bd%2Fdfd3e8fad767664bfb1a892fff67030415711bd687367e8cb0d633884eacbc4e%2Fimage.png"" alt=""image.png"" /></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7556m6cl45bd%2Ff59e1ef9a08973c2691fd1b2569b3b528984f3a8c50243891276f634bd90aed1%2Fimage.png"" alt=""image.pngNaN"" /></p>
<p></p>
<p></p>","<md>There are two issues:

1- It is main not mian in line 3.

2- Probably you also need to select the folder that has your .c file. You are not showing your entire window. Do you see ""Select Folder"" down, or "".\ "". Select it and select the folder that has your .c file. 

If it doesn't work, please screenshot your entire Window screen.</md>"
"ECF connection with vscode: <p>Hi, </p>
<p></p>
<p>When trying to connect to ECF remotely via vscode using the video and steps given, I am having a different selection of options under SSH. I do not see the remote.ecf.utoronto.ca and option to connect there (however I see it popping up at the bottom right as it did in the video. </p>
<p>Edit: I was able to successfully connect by pressing the pop-up, but still cannot see the option on the left sidebar as navigated in the video. </p>
<p>Edit 2: Instructor&#39;s Answer fixed it (close and reopen vscode). Thanks!</p>
<p>How do I solve this please? Here is my view: </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukr1754d2wl%2F29029ffc06a6260574304df92d52051e24d5e3a72ecd60d2d862dc44420348ec%2FScreenshot_2024-01-07_at_16.39.16.png"" alt=""Screenshot_2024-01-07_at_16.39.16.png"" /></p>
<p>And the view of the video: </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukr1754d2wl%2F4049eed222abcd6fbe6eb06e4623aa9d8890448eec3208e295bad01e2ea7b670%2FScreenshot_2024-01-07_at_16.42.11.png"" alt=""Screenshot_2024-01-07_at_16.42.11.png"" /></p>
<p>Thank you</p>","<md>Close and re-open VS Code. 

If it still doesn't work, go to the command palette again. Then, type ""Remote-SSH: Connect to Host."" See if you find, remote.ecf.utoronto.ca. If not, select Add New SSH host and follow the steps as prompted.</md>"
"Lab dates not matching: <p>Hi, some of the lab dates posted on Quercus are not match with course schedule pdf, please clarify...</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flly6utysh6g2ms%2F7d22b02f00d592c8750fec095b56ec54d3a7586b056a9d8337d8636b42277f86%2Fimage.png"" alt=""image.png"" /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flly6utysh6g2ms%2F51f821d2fff73eecfbe667237acebf92a2f77ba7ba8343063ea809d94bdbb40a%2Fimage.png"" alt=""image.pngNaN"" /></p>","<md>Thanks for noticing! The PDF is correct, and I now fixed the Quercus page.</md>"
"Connect to ECF through WINDOWS &amp; MAC: Just wondering, if it is ok to do the remote connection setup on both Windows PC and the Mac laptop. ","<md>Yes, setup the remote connection on any computer.</md>"
"What is remote.ecf.utoronto.ca&#39;s fingerprint?: <p>When I try to connect to the remote.ecf.utoronto.ca server, OpenSSH gives me the warning « L&#39;authenticité d&#39;hôte &#39;remote.ecf.utoronto.ca&#39; (128.100.8.48) est impossible d&#39;établir. L&#39;empreinte digitale de clé ED25519 est SHA256:sEMRdV52ohJIqszCtAlgL6rn&#43;els5BQUVU2GnO5Vth0. »</p>
<p></p>
<p>I know that this is expected, but I still want to check that the server&#39;s fingerprint is correct before connecting to it. Can a professor check this?</p>
<p></p>
<p>(I haven&#39;t translated the warning because I don&#39;t want to lose any information.)</p>","<md>Yes, it's correct!</md>"
"Purpose of Debugger: <p>Hello,</p>
<p>I had a question about the window that pops up when you run the debugger. I assumed that the debugger would show me the error in my code, but now it seems that the window simply displays the last compiled version of my code. So now I am confused as to what the purpose of that window is. </p>","<p dir=""ltr"">I believe the window that pops up when debugging just shows the output of your compiled code.</p>
<p><b> </b></p>
<p dir=""ltr"">From what I understand, the debugger won’t necessarily tell you where the errors in your code are. When you have syntax errors (i.e., pritf(“Hello world”); instead of printf(“Hello world”);), you’ll get an error message in the terminal and can use that to fix the mistake.</p>
<p dir=""ltr""></p>
<p dir=""ltr"">However, the debugger can be used to identify the logical errors (errors in the code that is syntactically correct, but produces incorrect results). This can be done by setting breakpoints, which allow you to stop program execution at a specified point. From there you can examine the state of your program (i.e., values of variables) and can even run your code step-by-step to pinpoint the source of the error. It&#39;s useful for understanding your code and what each line does.</p>"
"Executable does not exist yet error and &#34;failed to launch (exit code 127)&#34; in terminal: <p>On the VsCode remote ECF desktop, after I&#39;ve compiled my program and try to run it I am facing these following errors:</p>
<p>(failed to launch (exit code 127))<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukt2fxpd31m%2F7cd5d085dec0d68c178028f5c102efd413a021c426229191ac32d794961cf73b%2Fimage.png"" alt=""image.pngNaN"" /></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukt2fxpd31m%2Fb716768ea77b0b67332fef6efacca44fdc9042ba669bf0ce74c4c99bc50813e1%2Fimage.png"" alt=""image.png"" /></p>
<p></p>
<p>How can I fix these errors, one thing to note is that unlike some of my peers my mingw64 folder has an empty bin file, instead my ucrt64 folder has everything their mingw64 folder has.</p>","Use the absolute path in the programme , may help!"
"Lab0 Compile button not working: <p>I followed all the instructions in the video but when I hit the compile code button nothing happens, and if I try to run the code it just says this. </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7uk6atj4wz3%2Fd2813a4d0938831d45caeafabbe38f4ad82f874e7e09010daec6906223004cbe%2Fimage.png"" alt=""image.png"" /></p>
<p>Can anyone help?</p>
<p></p>",Marked as resolved.
Quizzes in the textbook: Do the quizzes in the textbook count towards our final grade ??,"Nope. They are there to help you out. Please check the syllabus to see what counts towards a grade. More specifically, it’s 9 labs, 1 midterm and a final exam. "
"Labs due Friday or Saturday?: <p>In the second row of this table, it says that labs are due every Friday. However, the dates listed are all Saturdays. So are the labs due on Friday or Saturday?</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ul3hccbr41t%2F5d447177de9f3e76a74e25f99b8bb3dc3b25cde03302e6a02896ae902665d17a%2Fimage.png"" alt=""image.pngNaN"" width=""698"" height=""514"" /></p>","<p>Saturday, <a href=""https://q.utoronto.ca/courses/330896/pages/labs"" target=""_blank"" rel=""noopener noreferrer"">https://q.utoronto.ca/courses/330896/pages/labs</a> is the main source for due dates for the labs.</p>
<p></p>
<p>Salma: Apologies! I fixed the typo! It is Saturday.</p>
Saturday, <a href=""https://q.utoronto.ca/courses/330896/pages/labs"" target=""_blank"" rel=""noopener noreferrer"">https://q.utoronto.ca/courses/330896/pages/labs</a> is the main source for due dates for the labs."
Note-taking strategy: Are we going to take notes in the lecture through VS code? Does taking notes by hands works for this course ?,"I would say hybrid works well for this course. There are times you need to take notes for concepts, notes by hand works fine. There are also times where you will take notes of a program/snippet of code where storing in a file makes more sense."
Binary Numbers: How important are Binary numbers from an examination perspective ?? ,"Marked as resolved.
In other CS courses I&#39;ve seen questions regarding writing a program code that switches binary &lt;-&gt; decimal &lt;-&gt; hexadecimal. But as the TA mentioned, its foundational as well!"
"lab0 - USING UCRT64: <p>Hello,</p>
<p>I am working on the second part of lab 0, and am trying to complete the proper installations on UCRT64 however when I type in the commend I am getting a different out put. Additionally, I was not given a prompt to enter my UTOIRD password. </p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fllzr7adf3zk2u8%2F15df34307a1f41ee79821b32de21f09f1c450d9b6b4d0dcd19a06a1d0329841f%2Flab0_pt.2_piazza_1.png"" width=""519"" height=""333"" alt="""" /></p>","<p>Firstly, try it again, errors like the one you&#39;re experiencing are often linked to temporary problems.</p>
<p>If the error persists, check that your UTORID is correct, and try using the <kbd>-l ID</kbd> option instead of <kbd>ID@remote.ecf.utoronto.ca</kbd>.</p>
<md>Resolved!</md>"
"Lab0 no such file or directory: <p>when i try to put the code </p>
<p></p>
<p>∼aps105i/public/exercise 0 hello</p>
<p></p>
<p>it says:</p>
<p>bash: ∼aps105/public/exercise: No such file or directory</p>
<p></p>
<p>instead of scanning the code like in the video, can someone please help? (i tried @29 and it still didn&#39;t work)</p>",Are you sure you&#39;ve entered the command correctly? The error message suggests that you have entered <kbd>∼aps105/public/exercise</kbd> (without i) instead of <kbd>∼aps105i/public/exercise 0 hello</kbd> (with i).
"Lab0 Cannot install Remote-SSH: <p>As title says, I cannot install the extension. I get this error message:</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm0p9o3xo7a2jo%2Fa2d67611c239f5abd836c157d01565342892181a4b67386a5c6882d1f93b5d9b%2Fimage.png"" alt=""image.png"" /></p>",Resolved
"lab0 - couldn&#39;t establish connection to ECF: <p>When I try to connect VS Code to ECF, I keep getting the error that the connection cannot be established. I followed all the previous steps and have tried Linux, Windows, and macOS and it&#39;s always the same error. I tried to delete the SSH host and add it back but it didn&#39;t seem to work.</p>
<p><a href=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukh76nmu22b%2Fb436e1d47bbb023ef36bb1200eb82c1b1476a249efeb065bfc8f782f7afba1ce%2Fscrnst1.png"" target=""_blank"" rel=""noopener noreferrer"">scrnst1.png</a></p>
<p><a href=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukh76nmu22b%2F32afcc6960f89a222fad649e03f03429c0b8236676c0f00b281b8dc089b668c3%2Fscrnst2.png"" target=""_blank"" rel=""noopener noreferrer"">scrnst2.png</a></p>",Resolved!<div><br /></div>
"Lab On Tuesday and Running VS Code: Hello. <br /><br />Is there supposed to be a lab running on Tuesday? That lab is scheduled 5 hours after a lecture so it would be nice to know if it is cancelled or not so I don&#39;t waste 5 hours at school doing nothing. <br /><br />Also, I was wondering if VS Code runs better on Mac or Windows. I have both computers, but I much prefer to work on my Mac. However, I&#39;m not sure if the us3er experience is better on Windows compared to Mac. If someone has experience with this, could someone reach out.<br /><br />Thanks.","<p>Labs have started this week so students can get help with the first lab. However, if the lab on Tuesday you&#39;re referring to is the practical session from 5pm to 6pm, that isn&#39;t a lab and is actually the plenary lectures the course offers, which starts next week.</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm0w6sz9wqg54e%2F7795d7467576d6da6c416f22aa09b3c5c478998336dd68fa93a6638890aa17f4%2Fimage.png"" alt=""image.pngNaN"" /></p>"
"Error &#34;cannont find &#34;gcc&#34;&#34;: <p></p>
<p></p>
<p>I&#39;m unsure on how to solve this problem, I have ensured that everything has been correctly downloaded. Any help would be great!</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flk1nclwvpy657g%2F1f0c18c8937d117f693511c8ff8e3443837b73957eae9ca6b0e116e262628783%2Fimage.png"" alt=""image.pngNaN"" width=""866"" height=""451"" /></p>",<md>Issue looks resolved from my side. Please post another time if not.</md>
Tuesday Plenary Lecture: Is there a plenary Lecture happening tomorrow? ,"No, they start next week.
Lab starts from this week. Plenary lecture starts next week."
"Quick Query Regarding Some Textbook Work: <p>Some of the quizzes which have past exam questions do not really specify what they want...</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukgc33a41zw%2F8fb47f2b81360402c14ea0644bc30597b7e61deab085578d867a2c558a07c5fd%2FScreenshot_2024-01-08_at_10.20.28_PM.png"" alt=""Screenshot_2024-01-08_at_10.20.28_PM.png"" /></p>
<p></p>
<p>For example, when I was trying to solve this I assumed an &#34;else if&#34; is still logically an if statement, will there be more clarification regarding this in the future? </p>","You are way ahead of the course and we will teach everything so don&#39;t worry.<div><br /></div>
You are way ahead of the course and we will teach everything so don&#39;t worry. As for your question, no, you can&#39;t use else if here. The question states one if statement. Let&#39;s say you have an else if statement then you should have at least another &#34;if&#34;. That would be at least two if statements.<div><br /></div>"
"Lab 0: <p>I&#39;m watching part 3 for windows, connecting to ECF through VS code and submitting labs.</p>
<p></p>
<p>After compiling and running my code: every time I press the &#39;enter&#39; key in the terminal (like the video did) to access the terminal, the terminal window goes away. Here&#39;s what it looks like before I press enter:</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukgfqdy6208%2F162812539bdd0a514df04c5e1c5623fba78f772ff35580bba145142729fc5128%2Fimage.png"" alt=""image.pngNaN"" width=""600"" height=""375"" /></p>
<p>Here&#39;s what it looks like after:</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukgfqdy6208%2Fa7565577d35ed7c9e6427ea65f9a8c906fc3fee107cd04770aad42acd481ae4e%2Fimage.png"" alt=""image.pngNaN"" width=""547"" height=""342"" /></p>
<p></p>
<p>It doesn&#39;t show &#39;[utorid@remote aps105]$&#39; anywhere.</p>","Down at the very left, there is (cross) 0 (warning) 0. It is between the ssh blue bar and the aps105/lab1. Press on that. It should show the terminal.
<p>You can press <kbd>Ctrl</kbd>&#43;<kbd>è</kbd> to open it.</p>
<p></p>
<p>(I believe it would be <kbd>Ctrl&#43;&#39;</kbd> on a US QWERTY keyboard)</p>
<p>You can press <kbd>Ctrl</kbd>&#43;<kbd>è</kbd> to open it.</p>
<p></p>
<p>(I use the CMS keyboard layout but I don&#39;t know what the è key is on the American one)</p>
<p>You can press <kbd>Ctrl</kbd>&#43;<kbd>é</kbd> to open it.</p>
<p></p>
<p>(I use the CMS keyboard layout but I don&#39;t know what the é key is on the American one)</p>
Appuyez sur l&#39;engrenage au gauche inférieur et puis sur <strong>Palette de commandes...</strong>. Saisissez <kbd>Activez/Désactivez Terminal</kbd> et sélectionnez le premier option. Le nouveau terminal vous permet d&#39;entrer des commandes."
"lab0 problem on windows: <p>&#34;The executable you want to run does not (yet) exist. You need to build it first.&#34; What should I do?</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukv9h2c438k%2F60bb5374738a6db2fd33f711245ee9b8f7d266d8163ebd70d8ed1de7a21fc11a%2FScreenshot_2024-01-08_235607.png"" width=""2555"" height=""1529"" alt="""" /></p>","From the output, it seems like you haven&#39;t installed gcc correctly. If you already did, try to restart vscode"
"Lab 0 - different UCRT64 version output: <p>Hello,</p>
<p>I was doing step 5 for installing VS code on Windows and I am getting different outputs when testing for gcc, gdb, and g&#43;&#43; versions. The output for gcc and g&#43;&#43; should say Rev2 but mine displays Rev3 and for gdb my output is 14.1 instead of 13.2. Is this an issue? If so, how should I go about fixing this</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flly6c9qn4nu287%2F258769ddf7274d2979f1d07260e1298d847efdef73c8451818fc1774e724c8a0%2FIMG_0320.JPG"" width=""500"" height=""502"" alt="""" /></p>",This is okay
"Question about Lab Submission: Hi, for any lab, if I test my code with the test cases and the output is all test cases passed, does this mean that I will get 100% on the lab after submitting (assuming I didn&#39;t copy anyone)?","When you test your code it&#39;s using &#34;public&#34; test cases. However, for grading, there&#39;s also &#34;private&#34; test cases that you can&#39;t see. It&#39;s important to think about input cases that could happen that you have to account for. For the first few labs the test cases just use different numbers to make sure your program computes something and doesn&#39;t just display the expected answer without any computation.
<p>Selon les instruction pour le 1e labo (page 5)</p>
<blockquote>
<p>The test cases used for marking may or may not be the same as the test cases that are made available to you...</p>
</blockquote>
<p></p>"
"Unclear Chip Type: Hello. <br />When I clicked the About This Mac button, it didn&#39;t list the chip type so I&#39;m not sure which zip file to download. In that case, should I use the universal zip file? ",<md>Resolved.</md>
"What π precision is used for part 3?: <p>For part 3 of lab 1 we have an equation that uses π (converting circumference to radius), but what precision should we use?</p>
<p></p>
<p>For me, π to 5 significant figures (π=3.1416) produces the correct answer, but I don&#39;t know if that&#39;s because of my code or if it&#39;s the correct value for π.</p>",C Pi is defined in math.h standard library. It will be covered in the lectures in future.
"Code not Compiling: <p>When I clicked the compile button, nothing happened. I don&#39;t understand where I could&#39;ve possibly gone wrong. Here is my code and my terminal page. As you can see, I have all the extensions and gcc installed, but it still doesn&#39;t work. I accidentally downloaded the universal zip file even though my processor uses a intel chip. Could that be the reason?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljww2wwy5x05wq%2F971235fcc5a485b8689b35609af364756ca55b0d0c2a5c523b4024bb534288a6%2FScreen_Shot_2024-01-09_at_10.23.20_AM.png"" width=""474"" height=""500"" alt="""" /></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljww2wwy5x05wq%2Fd6694c4cf54e01019c3b27fce47d3e32ea9095430fe6e3c89cc32214d6926fba%2FScreen_Shot_2024-01-09_at_10.21.55_AM.png"" width=""427"" height=""278"" alt="""" /></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljww2wwy5x05wq%2F5d489801cbc9e64587c5a0fc052d4e51096d80cbb4fdbaa788f90c50096b9082%2FScreen_Shot_2024-01-09_at_10.23.03_AM.png"" width=""288"" height=""300"" alt="""" /></p>",<md>Do you mind taking a screenshot of your entire window?</md>
How to rename a folder on ECF: How can I rename a folder in VScode ECF.,"In the explorer (on the left), you can right click on the folder and select rename. 
You can do it using Linux command line as well. I will go over that in the next week plenary lecture =). FYI, The command you are looking for is &#34;mv&#34;."
Is it ok to have other C/C&#43;&#43; extensions as well?: The lab0 video tells us to get the C/C&#43;&#43; and C/C&#43;&#43; Runner extensions installed but I previously had other C/C&#43;&#43; Extension Pack and C/C&#43;&#43; Themes installed as well. Is it ok to keep those extras or do I have to delete them?,it’s fine to keep the extras 
Connecting to Remote ECF Problem: I found that this command in Step 3.1 &#34;$ ssh -l yourUserName remote.ecf.utoronto.ca&#34; didn&#39;t work and had use this instead &#34;$ ssh &lt;your-ecf-username&gt;@remote.ecf.utoronto.ca&#34; which was also the command that was used in the video.,"<md>Both should work. 

Maybe type in the -l part of the command. If you copy and paste it, -l may have another character pasted instead.</md>"
"Don&#39;t have an option shown in video.: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukhxsmuv24k%2F444104994f6cd6db38ef0d56a1050831463c9e7e0bb94cffe2f7275837626836%2FScreenshot_2024-01-09_at_12.51.04_PM.png"" alt=""Screenshot_2024-01-09_at_12.51.04_PM.png"" /></p>
<p>When connecting to ECF, theres this option in Video 2 of lab0. When I&#39;m at this step, theres nothing under the SSH tab. What do I do?</p>","To encounter this problem you first have you create file named aps~105 in the terminal using some specific commands mentioned in lab0. Follow the steps in the second video prepared by prof Salma..
To encounter this problem you first have you create file named aps~105 in the terminal using some specific commands mentioned in lab0. Follow the steps in the second video prepared by prof Salma..
<md>If you mean you don't have aps105. That's fine.

If you mean you don't have remote.ecf.utoronto.ca, close and relaunch VS Code and try again. If it doesn't work, may you go to Manage > Command palette > Type ""Remote-SSH: Connect to Host"". Do you have remote.ecf.utoronto.ca as one of the options?</md>"
"Lab 1 Part 2: Rounding convention: <p>Lab 1 part 2 states:</p>
<p></p>
<blockquote>
<p>All output temperatures should be <strong>rounded to one decimal place</strong>. No<br />more than one decimal place should be displayed for the result.</p>
</blockquote>
<p></p>
<p>What is the expected rounding convention? <kbd>printf</kbd>, I believe, performs &#34;Banker&#39;s rounding&#34;/&#34;round ties to even&#34; (at least this is the rounding convention specified by IEEE-754, which I would expect C99 and later standards follow). Alternatively, there is half-up rounding, as well as others.</p>
<p></p>
<p>Thanks!</p>",i think you can get a sense of the rounding just based off of the auto tester. Probably is not as complicated as you think. There shouldn’t be any tricks for lab1 
"Weird Pop-up: <p>When I pressed the debug button, this strange text box opened. I don&#39;t know what it is, but whenever I press cancel it keeps coming back. Is there something I have to install in order to make the debugging process clean because when I checked the video over this text box didn&#39;t show up. Is this text box normal?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljww2wwy5x05wq%2F8ca0ca2e87ee83d9a7ecd6bf1919536220ae76c5f06d31d9237b2eb8beef34d3%2FScreen_Shot_2024-01-09_at_3.01.31_PM.png"" width=""438"" height=""200"" alt="""" /></p>","<md>Enter your password, and click on continue. This is the password of your personal computer.</md>"
