Question,Answer
"WeBWorK 0: Problem 3 Solution Issue: <p>Hello Instructors and Fellow MAT188 Students,</p>
<p></p>
<p>For question 3 in WeBWorK 0, I cannot seem to get the mark for a correct answer but I think that I have answered properly. I believe that I properly added, subtracted, etc. all of the vectors.</p>
<p></p>
<p>Please let me know if you know how to fix this issue or if I am misunderstanding something.</p>
<p></p>
<p>Thanks,</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukxrc9v23hb%2Fbc0695fca88b9144aed39c0c1d0301bd9050a8715097a912739abb6d7dfeb204%2Fimage.png"" alt=""image.png"" width=""447"" height=""352"" /></p>","When answering a question that’s a vector, you have to use &lt; and &gt; instead of brackets, hope that helps!"
"WebWork 0 - Technical Issue with Question 8: <p>Respected Professors, </p>
<p></p>
<p>I was going through the WebWork 0 assignment, when I got a warning in Question 8, stating something is wrong with the question and I should inform you all. In this question, the image on the vectors is missing meaning it is not possible to solve the question. Kindly advise how I should proceed. </p>
<p></p>
<p>Here is a screenshot for reference: </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7uk44i505t4%2Fccfcbcc6ca33c9761a877f2595583d0ad54aef1e25ec6a4e5177ad4d7f8fcf18%2Fimage.png"" alt=""image.pngNaN"" width=""635"" height=""397"" /></p>
<p></p>
<p>Thank you!</p>","Greetings of the day,<br />I am also facing the same issue.<br /><br /><br />Thank you!<br /><br /><br />
<p>Please use this picture until we fix it:<br /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkthi14ilell558%2F42200adb8a741db9fa248266b7e04c6beea7aa90cca1c1bcb93d331c1fc3cf88%2Fimage.png"" alt=""image.png"" /></p>
<p></p>"
"WeBWorK 0: Problem 10: <p>Hi,</p>
<p></p>
<p>In part c of this question, what does the points (x,y,z) mean? </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljrol2a2qbc6bk%2Fa51817b794bb17448defa92b740dfe79015d0a64d70fc71e111bc51b589b7a66%2Fimage.png"" alt=""image.pngNaN"" /></p>","Just plug the variables into the formula. Essentially treating (x,y,Z) like an arbitrary point. 
Just plug the variables into the formula."
"Pre-class reading---Expand: Why do we need vector <strong>b </strong>here to describe a plane in 3-dimensional space? I think t<strong>m</strong>&#43;s<strong>n </strong>is enough.<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm44343jfuy70y%2Fc07d0a71a32869b7b5470777c84cd0782215de1d69a2d476db58b27931d85c37%2Fquestion.png"" width=""2088"" height=""436"" alt="""" />","Think about a plane, let&#39;s say in $$\mathbb R^3$$, that does not pass through the origin. Can you describe it by $$t\vec m+s\vec n$$ as $$t$$ and $$s$$ run over reals?
Think about a plane, let&#39;s say in $\\mathbb R^3$$, that does not pass through the origin. Can you describe it by $$t\vec m&#43;s\vec n$$ as $$t$$ and $$s$$ run over reals?"
"PCE Quiz: Hi, I see that the PCE quizzes allow 2 attempts, and I was just wondering if we will be receiving the marks according to our latest attempt or our best attempt?","best
Only your best attempt counts. "
PCE quiz 2 due date (Sept 20): Is it a mistake that PCE1 quiz II is made due on Sept 20? I think it should be Sept 13 right?,That is right. It should show the correct date now.
Tutorials: I was wondering if tutorials start this week or the week of the 18th? Thanks,"I&#39;d think that they start this week. On my timetable, the lecture is before the tutorial.
The Practicals start this week. Tutorials start on teh week of Sep 18th. "
testing: ,"The answer preview is not the correct answer - it just shows your answer in a mathematical form.
<p>Oh never mind, I misunderstood that</p>
<p></p>"
Deadline this week: I was wondering if there is anything due this week or before any lecture. Please let me know,"<p>You should read Pre-Class Reading and/or Appendix A from the textbook. After reading it, you should complete the PCE1 check-in. You can find these in the lecture schedule. These should be completed before the next lecture.<br />You can solve Sec 1.1 questions on the textbook for review and start working on WebWorK 0, which is due on Sept. 18.</p>
<p>You&#39;ll get a PCE before every lecture and a WebWork set every week.</p>
<p>You should read Pre-Class Reading and/or Appendix A from the textbook. After reading it, you should complete the PCE1 check-in. You can find these in the lecture schedule. These should be completed before the next lecture.<br />You can solve Sec 1.1 questions on the textbook for review and start working on WebWorK 0, which is due on Sept. 18.</p>
<p>You&#39;ll get PCE before every lecture and a WebWork set every week.</p>
You should read Pre-Class Reading and/or Appendix A from the textbook. After reading it, you should complete the PCE1 check-in. You can find these in the lecture schedule. These should be completed before the next lecture.<br />You can solve Sec 1.1 questions on the textbook for review and start working on WebWorK 0, which is due on Sept. 18.
You should read Pre-Class Reading and/or Appendix A from the textbook. After reading it, you should complete the PCE1 check-in. You can find these in the lecture schedule.<br />You can solve Sec 1.1 questions on the textbook for review and start working on WebWorK 0, due on Sept. 18."
"Written Homework Sets: Hi, can I fill in the solutions to the pdfs of the Written Homework sets digitally or do I need to print them out, write the solutions, and then scan them to submit? Would either method be acceptable?","I believe that either method would be acceptable to do. 
You can fill in the template digitally or print it out, fill in and scan back to submit digitally. "
"Subsets vs. Equality of sets: Today at the end of class we used set notation to show where is reachable using the subway and TTC. Initially we said that the areas reachable were a subset of R^2, but at the end that was changed to be equal to R^2. As I understand R^2  represents all 2d points, and when you set two sets equal to each other then that means that they are both subsets of each other. So, how is R^2 a subset of all the points reachable by the subway and TTC?","<p>I think like this:</p>
<p>Because:</p>
<p>1,each element of the 2D point contains two unknown number(&#39;a&#39; and &#39;b&#39;),</p>
<p>2,the two formula that formed by &#39;a&#39; and &#39;b&#39; are not parallel to each other(&#39;3a&#43;b&#39; and &#39;a&#43;2b&#39;),</p>
<p></p>
<p>means they need two function to solve, and only have one certain solution.</p>
<p></p>
<p>Every number of R can be plug into the function and get one solution,so the final answer =R</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljv7m5l01vv4yy%2F0a7dcb783e1843e0d56da43b4c3c80200a7f1e7b3865867bf37f4ac1a856eda4%2FIMG_20230911_164446_edit_122120512941225.jpg"" alt=""IMG_20230911_164446_edit_122120512941225.jpgNaN"" width=""203"" height=""123"" /><br /><br /></p>
<p>geometrically: let&#39;s say vector A is in red (alongside negative) and vector B is blue (alongside its negative). below are all the possible vector additions of &#43;-A and &#43;-B.</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7uk89v8yl1an%2F6888b0942f08ee2f1aed8fe7c6c7f76373148af5a5aaa02ea7e7e3b02b649c41%2Fimage.png"" alt=""image.png"" /></p>
<p>you can scale these vectors to create any point in one of those four parallelograms. since you could scale these vectors to infinity, it&#39;s more or less like four infinitely sized parallelograms expanding from the origin. which would cover the entire cartesian plane.</p>
<p>I think like this:</p>
<p>Because:</p>
<p>1,each element of the 2D point contains two unknown number(&#39;a&#39; and &#39;b&#39;),</p>
<p>2,the two formula that formed by &#39;a&#39; and &#39;b&#39; are not parallel to each other(&#39;3a&#43;b&#39; and &#39;a&#43;2b&#39;),</p>
<p></p>
<p>means they need two function to solve, and only have one certain solution.</p>
<p></p>
<p>Every number of R can be plug into the function and get one solution,so the final answer =R</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljv7m5l01vv4yy%2F0a7dcb783e1843e0d56da43b4c3c80200a7f1e7b3865867bf37f4ac1a856eda4%2FIMG_20230911_164446_edit_122120512941225.jpg"" alt=""IMG_20230911_164446_edit_122120512941225.jpgNaN"" width=""203"" height=""123"" /><br /><br /></p>
<p>geometrically: let&#39;s say vector A is in red (alongside negative) and vector B is blue (alongside its negative). below are all the possible vector additions of &#43;-A and &#43;-B.</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7uk89v8yl1an%2F481137193d55016abfa83850b8b88290ca118ab90fc6d0e3544c07ed7d5aa089%2Fimage.png"" alt=""image.png"" /></p>
<p>you can scale these vectors to create any point in one of those four parallelograms. since you could scale these vectors to infinity, it&#39;s actually more like four infinitely sized parallelograms expanding from the origin. which would cover the entire cartesian plane.</p>
<p>I think like this:</p>
<p>Because:</p>
<p>1,each element of the 2D point contains two unknown number(&#39;a&#39; and &#39;b&#39;),</p>
<p>2,the two formula that formed by &#39;a&#39; and &#39;b&#39; are not parallel to each other(&#39;3a&#43;b&#39; and &#39;a&#43;2b&#39;),</p>
<p></p>
<p>means they need two function to solve, and only have one certain solution.</p>
<p></p>
<p>Every number of R can be plug into the function and get one solution,so the final answer =R</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljv7m5l01vv4yy%2F0a7dcb783e1843e0d56da43b4c3c80200a7f1e7b3865867bf37f4ac1a856eda4%2FIMG_20230911_164446_edit_122120512941225.jpg"" alt=""IMG_20230911_164446_edit_122120512941225.jpgNaN"" width=""203"" height=""123"" /><br /><br /></p>
<p>geometrically: let&#39;s say vector A is in red (alongside negative) and vector B is blue (alongside its negative). below are all the possible vector additions of &#43;-A and &#43;-B.</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7uk89v8yl1an%2F481137193d55016abfa83850b8b88290ca118ab90fc6d0e3544c07ed7d5aa089%2Fimage.png"" alt=""image.png"" /></p>
<p>you can scale these vectors to create any point in one of those parallelograms. since you could scale these vectors to infinity, it&#39;s actually more like four infinitely sized parallelograms expanding from the origin. which would cover the entire cartesian plane.</p>
<p>I think like this:</p>
<p>Because:</p>
<p>1,each element of the 2D point contains two unknown number(&#39;a&#39; and &#39;b&#39;),</p>
<p>2,the two formula that formed by &#39;a&#39; and &#39;b&#39; are not parallel to each other(&#39;3a&#43;b&#39; and &#39;a&#43;2b&#39;),</p>
<p></p>
<p>means they need two function to solve, and only have one certain solution.</p>
<p></p>
<p>Every number of R can be plug into the function and get one solution,so the final answer =R</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljv7m5l01vv4yy%2F0a7dcb783e1843e0d56da43b4c3c80200a7f1e7b3865867bf37f4ac1a856eda4%2FIMG_20230911_164446_edit_122120512941225.jpg"" alt=""IMG_20230911_164446_edit_122120512941225.jpgNaN"" width=""203"" height=""123"" /></p>"
"Calculator policy: Dear Instructors,<br /><br />Please indicate whether the use approved calculators is permitted when working on assignments in this course, and especially during midterm and final exams. I was unable to find this information in course overview, syllabus, or the announcements, pardon me if I&#39;ve missed it. Thank you.","<p>There is not much we can control regarding calculator use on assessments that are not proctored and there is a no calculator policy for midterms and final exams. </p>
<p></p>
<p>That being said, assessments such as written homeworks and Webwork are great opportunities for practice. Hence, I would strongly recommend only using calculators to verify your solutions. </p>
<p></p>
<p>Hope this helps.</p>"
"Office hour on Sep 11th: <p>Which building is PG? I can&#39;t search PG&#39;s full building name.</p>
<p></p>","PG is the Physical Geography building located at 45 St. George Street (adjacent to Myhal). Hope this helps!
PG is the Physical Geography building located at 45 St. George Street (across Bahen). Hope this helps!"
"Lec108 PCE 1 part 1 reflection unavailable: Hello, I noticed there is nothing in the PCE 1 part 1 reflection for the Lec108 section. Would be really appreciated if any of the instructors could fix that. Thank you.","There was an issue when the survey was posted, but it should have been resolved by the afternoon. "
"Added as an observer on quercus: <p>Hi!<br />I just recently transferred from engineering science into track one engineering. As a result of this,  my Quercus enrolment was late and right now, I can&#39;t do any quizzes or assignments.. I can only observe.</p>
<p></p>
<p>Because of this as well, I may have missed / will miss some quizzes since I still don&#39;t have access to quercus. What are my next steps that I should take to address this?</p>","Once you are added to the course, please file petitions for everything you missed while you were waiting to be added. You can find a link on how to file petitions on our syllabus. "
"Mathmatize: Hi, I did not receive an invitation email to Mathmatize. (I checked my uoft email)",Did you check your spam/junk folders?
"Do we have a practical tomorrow?: <p>There is supposed to be a practical tomorrow at 11, I wanted to know if we start practicals from this week or next week.</p>
<p></p>
<p>Thank you</p>","Practicals begin this week, whereas tutorials begin next week. Hope this helps!
The Practicals start this week."
"MAT188 LEC 0101 TEXTBOOK: Is it okay to use any online textbook for the mat188 lecture sections 0101? Or are we required to purchase a textbook for this class too? I wanted to double-check in case there were any questions/ videos embedded in text that we had to purchase, as I&#39;ve realized that this is the case with my other classes. Thank you!","You want an online copy of the textbook, but you technically don’t have to purchase a textbook for this class for grades
<strong>Textbook: </strong>Linear Algebra with Applications, 5th Edition,  Otto Bretscher"
"PCE1 II and III have no readings, only quizzes.: <p>Hello,</p>
<p>For the PCEI Part 2 and Part 3, there are no Readings attached to it, only the link to the quiz. </p>
<p></p>
<p>Is this an error or meant to be this way?</p>","The pdf is spilt into 3 sections (intro, solidify, and expand) so the reading for pce 2 corresponds with “solidify” and pce 3 corresponds with “expand”.
The pdf is spilt into 3 sections (intro, solidify, and expand) so the reading for pce 2 corresponds with “solidify”."
Where can I find solution for the exercise problems on Pre-Class Reading?: Where can I find solution for the exercise problems on Pre-Class Reading? ,Some of them can be found in post class reading. 
"PCE1 - Solidify: perpendicular vectors: <p>Hello! Could someone please explain why for perpendicular vectors the dot product of 2 vectors is equal to 0? </p>
<p></p>
<p>I know for the equation if you put in 90 degrees into cos(x), it will become 0, but is there any way to visualize it?</p>","<p>you can think of dot product geometrically as the amount of overlap of two vectors or like the shadow of one vector on another. If they are perpendicular, then there is no overlap at all, so the dot product is zero! </p>
<p><img src=""https://i.ytimg.com/vi/1qimuAKpgZU/maxresdefault.jpg"" alt=""The Dot Product is Equal to Zero for Perpendicular Vectors - YouTube"" /></p>
<p>you can think of dot product geometrically as the amount of overlap of two vectors or like the shadow of one vector on another. If they are perpendicular, then the dot product is zero! </p>
<p><img src=""https://i.ytimg.com/vi/1qimuAKpgZU/maxresdefault.jpg"" alt=""The Dot Product is Equal to Zero for Perpendicular Vectors - YouTube"" /></p>
One can prove the equality $$\vec v\cdot \vec w=\|\vec v\|\|\vec w\|\cos \theta$$ using the low of cosine. However, working out a few examples also helps with building intuition. For instance, try drawing $$\begin{bmatrix}1\\2\end{bmatrix}$$ and $$\begin{bmatrix}-2\\1\end{bmatrix}$$. "
"Written Homework-1: <p>In the Written Homework-1, Problem 2 says that we have to find all the vectors in R^3 that are perpendicular to v=[1,3,-1], however there would be infinitely many vectors perpendicular, So how do we list so many of them ??</p>
<p>                                                                                                                                                                               </p>","My guess would be that all perpendicular vectors would be characterized as being parts of planes for which v = 1i&#43;3j-1k is the normal vector?
Think about what object they would describe in $$\mathbb R^3$$. Also, set notation in week 1 class reading helps you describe an infinite set.
Think about what object they would describe in $\mathbb R^3$. Also, set notation in week 1 class reading helps you describe an infinite set. "
"Entrance Survey: <p>Hello, </p>
<p></p>
<p>The entrance survey for my mat188 class is supposed to be due on Sept 16th (this deadline is posted on our Quercus page). However, it is showing as locked when I try to access it. Can the survey be unlocked?</p>",Please try again. 
"Properties of perpendicular vectors: <p>Dear professors of MAT188,</p>
<p></p>
<p>For problem 2 on the assignment, would a vector perpendicular to v have its leg starting from some point along v? Or will the set containing all vectors perpendicular to v include vectors that do not directly intersect it or start from a point along v?</p>
<p></p>
<p>The reason why I ask this is because of part 2 of the problem, which tells me to sketch the set to be detailed in part 1. If the set contains only perpendicular vectors which have their foot on v, then the diagram can be drawn. However, if the set contains perpendicular vectors that do not have a foot on v, then the sketch becomes very difficult to draw.</p>
<p></p>
<p>Thank you, Yunfan.</p>","In order to identify the object these vectors make, let&#39;s assume all of them uniformly start from the origin, that is let&#39;s assume all vectors are in their standard position. "
"Written Homework 1 - Problem 3 Part 2: <p>Hi everyone, </p>
<p></p>
<p>For problem 3 part 2, we are required to prove whether a polynomial exists for all values of p, q, r. I think I know the final answer but I am not quite sure how I could prove it. Could someone provide a hint or direction of some sorts?</p>
<p></p>
<p>Thanks a ton!</p>","I haven’t seen the question, but my guess would be that if you think the statement is true, then you should be able to provide a general form of this polynomial. Otherwise, provide a counter-example that shows the original statement cannot always hold. Hope this helps!
I haven’t seen the question, but my guess would be that if you think the statement is true, then you should be able to provide a general form of this polynomial. Otherwise, provide a counter-example that shows the original statement cannot always hold. Hope this helps!
I haven’t seen the question, but my guess would be that if you think the statement is true, then you should be able to provide a general form of this polynomial. Otherwise, provide a counter-example that shows the original statement cannot hold. Hope this helps!"
Where to access Reflections for LEC0102: I have found reflection links for LEC0103/LEC0105 but none for LEC 0102 where do I find this? ,I will create the links once we have our first Reflections later in the week.
"Missing Lecture 0101 Module on Quercus?: Hello, I was trying to find the lecture notes and diagrams from lecture section 0101 with Professor Ramon Razon. Does he not post any content on Quercus? Is there another website I should be looking at?","From my understanding going to his lectures, all of his lecture notes are done on a chalkboard, so because of that, I am assuming he does not post his lecture notes online. However, I am not 100% sure so correct me if I am wrong"
"Solving Questions: With regard to the homework, I am able to solve the questions with my knowledge of vectors, planes, and systems of equations. However, I am having trouble explaining how I solved the question or putting my thoughts into words. So, I was wondering whether there is a process I can follow to help me solidify the explanations when solving.","Having a look at the structure of example solutions in a Linear Algebra textbook was recommended or seeking help from the resources available at the MLC.
One strategy is to assume you are explaining your work to a classmate who doesn&#39;t know how to solve these questions. This imaginary classmate asks &#34;why?&#34; or &#34;How do you know&#34;  at the end of every sentence you say. So, you have to step back and explain to them &#34;why&#34; you took that step. Once you go through this exercise, your next exercise is to summarize your explanation into a coherent minimal paragraph made of full sentences that contains all the necessary information. <br /><br />This is not easy. But you will improve by practicing. "
"Printing the Homework: Hi, is there a place that we can print the homework answer sheet?","You can use an ecf lab using your ecf account (if you don&#39;t have an account for ecf yet, check your email). You get a set amount of print quota for each class so don&#39;t worry about how much it&#39;ll cost you :) Also check on the ecf lab website to see which lab is open."
"PCE1 expand--Definition of the plane: Do we need both t and s belongs to R? Why there is only t belongs to R as the condition?<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm44343jfuy70y%2F559f993b4c30bead0cfd91f82694a26fa68d7653d1869cbb8378eb9b056ead41%2Fquestion.png"" width=""1948"" height=""630"" alt="""" />","$$s,t\in\mathbb{R}$$ means both s and t belong to $$\mathbb{R}$$"
"LEC0101 Reflections: Hi, Is there a place where Reflections will be posted for LEC0101. I am able to view reflections for other classes but there aren&#39;t any posted for this section.",According to another question (@46) there are sections that have not yet posted their Quercus reflection tasks; perhaps your section (0101) is the same.
"LEC0104 - Accessing lecture reflections: <p>Hello,</p>
<p></p>
<p>I would like to know where to find end-of-lecture reflections for section 0104. I tried searching through quercus but couldn&#39;t find any links. Thanks!</p>","They have not been posted yet. For LEC104, each reflection (once a week) will be available at 9am and due at 11:59pm on Friday."
"Written HW ONE: 5 points that divide a vector into 5 equal segments?: Problem 1 (4) of the written homework states find the position vectors x1, x2, x3, x4 (which counts 4 points) of the *five* points that divide PQ-&gt; into 5 equal segments. The information hints towards the five in this question being mistyped and being a four. Am I correct? (I may be hallucinating when I recall this modification being mentioned in-class? I just want to make sure.)","Yes, you&#39;re right that the question says there are five points. It&#39;s probably a typo; it&#39;s impossible to divide a line into five sections when you divide it at five points (this operation creates six sections not five).
<p>The word &#34;five&#34; was a typo, which is now fixed. </p>
<p></p>"
"WeBWorK0: Problem 9: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7uksa5i342zo%2Fa95e2181c38e592a89508b48a410f5645660419466afa2a3a9c075837a829e69%2Fimage.png"" alt=""image.pngNaN"" width=""553"" height=""208"" /></p>
<p>For this problem I&#39;m %110 I have the right answer for this, but it shows as incorrect so my question is how many sig figs should I put. I really can&#39;t afford to mess this up I have a single attempt left. :(</p>","<p>I put four significant figures for the answer. Probably 3 or 4 is fine.</p>
<p>Are you using $$cos(θ)=wv/\left | w \right |\left | v \right |$$ ?</p>
<p>I put four significant figures for the answer. Probably 3 or 4 is fine.</p>
<p>Are you using $$cos(θ)=wv/\left | w \right |\left | v \right |$$</p>
For future reference, you can also leave your answers as exact. For instance, instead of entering the square root of (for example) 14 as as 3.741, you could enter it directly as sqrt(14). Use &#34;preview answers&#34; to ensure you&#39;re inputting the value correctly."
"WeBWork 0: Problem 4: I inputted the following answers for question 4, I am pretty sure that I am correct. I was just wondering, if I had made an error, or is there an error in the system? (When I had submitted my answer, results showed that (3) and (4) are incorrect. ) <a href=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm5cgk9mzcv59j%2F519b6e3fc9a3842e074fd628bba53409558ebbf5802f1fbf8666a98c522239a8%2FScreenshot_2023-09-13_224433.png"" target=""_blank"" rel=""noopener noreferrer"">Screenshot_2023-09-13_224433.png</a>",There are mistakes in both your answers. It might help to remember that the tail of the vector is where it starts and the tip of the vector is where it ends.
