Question,Answer
"Can anyone tell me what I did wrong for question 2? (the correct answer should be a = 5/6): <md>![Screenshot_2024-02-11_at_12.22.56.png](/redirect/s3?bucket=uploads&prefix=paste%2Flkqwcfhf3hp7j6%2F48039618b82fdbb08a7128408b2cc12e16781769d9cd52d130cc6852fbccad7a%2FScreenshot_2024-02-11_at_12.22.56.png)

![image.png](/redirect/s3?bucket=uploads&prefix=paste%2Flkqwcfhf3hp7j6%2Fe927c8f20295539689f51082bcdb751830198e9d0bb698cc28bcd5521095c501%2Fimage.png)</md>","There are power increases when you aren&#39;t taking an integral, terms that disappear for no reason, etc. Make your reasoning for each step clear; I have no idea how you got some of those numbers. "
"W5 Q1e - Bounds of Integration: <p>Hi, </p>
<p></p>
<p>In the following solution, </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwdnjctl125%2F68e029e1fb1e086be248c21a7bb54dce051ef5fb67d83b3074da11de06b6f8fa%2Fimage.png"" alt=""image.png"" /></p>
<p></p>
<p>I am confused on how they got the lower bounds of integration. In earlier questions, we equated the functions to get both bounds. </p>
<p></p>
<p>Did they determine it graphically or was there an algebraic method used? </p>
<p></p>
<p>Thank you for the help</p>","Note that we are integrating with respect to $$x$$, meaning the bounds represent the range of $$x$$ values that we will be considering. By graphing the region and calculating the points of intersection, we find that the leftmost $$x$$ value within the region is $$x=0$$; whereas the rightmost $$x$$ value is $$x=2$$. These are our bounds."
Volumes of rotation: How do I know what method is best used along with if x or y values are to be plugged into the formula. I seem to be just completely lost,"<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwcbcphb86sf%2Fda2da9e25af3d62ad850d856900896e0ddf6bdb283ab33b66f0428f7edb66aa7%2Fimage.png"" alt=""image.png"" /></p>
<p>alternatively, if you&#39;re looking at &#34;slices&#34; that are perpendicular to the axis of rotation, then you use washers.<br />if your slices are parallel to the axis of rotation, you use shell.<br /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwcbcphb86sf%2Fd54e1d61f7b58bf554094112e6f0fdf2e2f53cf5da23c5473338331abf8c83b0%2Fimage.png"" alt=""image.png"" /></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwcbcphb86sf%2Fda2da9e25af3d62ad850d856900896e0ddf6bdb283ab33b66f0428f7edb66aa7%2Fimage.png"" alt=""image.png"" /></p>
<p>alternatively, if you&#39;re looking at &#34;slices&#34; that are perpendicular to the axis of rotation, then you use shells.<br />if your slices are parallel to the axis of rotation, you use washers.<br /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwcbcphb86sf%2Fd54e1d61f7b58bf554094112e6f0fdf2e2f53cf5da23c5473338331abf8c83b0%2Fimage.png"" alt=""image.png"" /></p>"
"Week5 Q2: In the practice problem set, Question 2 pertains to the topic of &#39;arc length.&#39; However, it&#39;s noted on the midterm review that this topic is optional. Should we still allocate time to practice this concept? Can we anticipate similar questions on the upcoming quiz?","Arc length is an optional topic that will not be tested. You&#39;re welcome to spend time on it if you wish, but it&#39;s purely optional."
"Negative Areas: <p>Hello,</p>
<p></p>
<p>Im a little confused on what to do when asked to the area of an enclosed region when some of the region is negative.</p>
<p></p>
<p>On the previous quiz, for example, the final question asked us to get the area of a partially negative region, and I wasn&#39;t sure if I should get the combined, positive value of the negative and positive area, or just integrate normally and let the negative and positive areas cancel out to a smaller value. I really want to avoid this kind of confusion on the midterm so I wanted to ask what we should do in this kind of scenario.</p>
<p></p>
<p>Here is the sketch for reference:<br /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwca7ky8m6lh%2Fa88c37a7b5788add2aaf1d6a5a5fa7ab6bb08e06ed22d34b0ee7e3eaa20472c5%2Fimage.png"" alt=""image.pngNaN"" width=""528"" height=""383"" /></p>
<p></p>
<p>Thank you!</p>","Areas between curves are always $$\geq 0$$. Luckily, calculating the area integral as $$\int_a^b \text{""upper''} - \text{""lower''} \, dx$$ accounts for this."
"Quiz 4: <p>On Quiz 4, I did a dumb and bubbled the wrong answer that I had chosen for MC 1. On my paper you can see i crossed out options A and B and circled C but when I was bubbling my answers at the end, I bubbled A by accident. Is there any chance I could get a regrade for this cause it just sucks that MC are weighed so heavily on these quizzes and I circled the right answer</p>
<p></p>
<p>Thank you and have a good day.</p>","Probably not
Probably not
We have to grade what is bubbled on the sheet, so unfortunately this is something that cannot be changed. Fortunately, the quizzes themselves are relatively small in weight.
We have to grade what is bubbled on the sheet, so unfortunately this is something that likely cannot be changed. Fortunately, the quizzes themselves are relatively small in weight."
how is the mark distributed if we miss a quiz due to absence: ,"If it&#39;s an excused absence, you would have 9 equally-weighted quizzes totaling $$20\%$$ of your course grade.
Then you would have 9 equally-weighted quizzes totaling $$20\%$$ of your course grade."
"Quiz 4 LA2: How does this warrant a 0? I think my method is sound. the question did not mention that only Integration had to be used for the calculation of the area. <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwdwgzo172ji%2F1ca65181f7965b44b01c4997313fd827abd68fa5c1d903d7a3a421a78a7b5044%2FScreenshot_2024-02-13_at_5.13.38_PM.png"" alt=""Screenshot_2024-02-13_at_5.13.38_PM.pngNaN"" />","Request a regrade if you disagree with the grade. Piazza is not the place for it. For what it&#39;s worth, I agree that this is probably not a 0. But, unfortunately, I don&#39;t make the decision -- it would need to be re-examined by the marking team.
Request a regrade if you disagree with the grade. Piazza is not the place for it."
"Week 5 -- Swapping Axes when drawing the curve: <p>I get kind of confused drawing functions in terms of y but I find it a lot easier when I swap the x and y axis and draw the function as if it was in terms of x. Is this permitted? I&#39;m worried that it will look weird to the graders and I&#39;ll get marks off. My drawings look pretty wonky to begin with so I don&#39;t want to cause additional confusion.</p>
<p></p>
<p>Edit: Here&#39;s an example of a sketch I just did for Week 5 1c):</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqw8iusqnz5hk%2F0d3a0558548c11b59fc93551f9b9a9a4db384ac20577667481e71017aa2ebd05%2Fimage.png"" alt=""image.png"" /></p>","Actually, for x = y^2 - 4y &#43; 4, it&#39;s just (y-2)^2 which is just the y^2 function translated right by 2 units. 
If it helps I would rearrange the function to make it in terms of x and then draw it"
"Do all general solutions of DE&#39;s include a constant, C?: ","Yes
<p>This is a good question, and for the most part the answer is &#34;yes&#34;. Though I suppose one could cook up a DE with just one function as its general solution. Here&#39;s an example:</p>
<p></p>
<p style=""text-align:center"">$$(y^\prime)^2+y^2=0$$</p>
<p style=""text-align:center""></p>
<p style=""text-align:left"">The only way to make a sum of squares $$0$$ is if both terms are $$0$$. In particular, $$y$$ must be $$0$$. Sure enough, $$y\equiv 0$$ is the one and only solution to the DE.</p>"
"Is this given part of the notes relevant for quiz 5?: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwclm3shhvy%2Fcdb46d493016f5739cd625983f535f83855a5916918cb4da5815e12125c70e03%2FScreenshot_2024-02-13_at_5.52.46_PM.png"" alt=""Screenshot_2024-02-13_at_5.52.46_PM.pngNaN"" />",Euler&#39;s method won&#39;t be tested.
"Revolving by vertical axis formula: what would the formula be if we are revolving around vertical axis, such as x = -1, or x=1?<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkt7ruyp6gi23k1%2F3319d042d58a22d8f48b82d6b3445903ffbd7504557b2bf6609c151d0e5ec1cf%2Fimage.png"" alt=""image.pngNaN"" />","I believe if the function was rotated around x=c it would be $$V = 2\pi \int_{a}^{b} (x-c)(g(x) -f(x))$$<div><br /></div><div>This is from the cylindrical shells method. </div><div><br /></div><div>I would appreciate if someone else could verify this, I can explain my thought process if needed!</div>"
Practice Quiz 5 Long Answer Q3: How dense should we sketch the directional graph if similar questions appeared on the quiz?,"If such a question appears, we will be clear about how detailed we want the picture. Though, as a rule of thumb, you should include enough detail to convey the general &#34;flow&#34; of the direction field.
If such a question appears, we will be clear about how detailed we want the picture."
"practice quiz5 SA1: Can someone explain why the radius is x-a?<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwa7mpvvkep%2F06d16692095d901526c3cebe9b60083aaa4d66ebe6fb9361e350704130605d53%2FWechatIMG1698.jpg"" alt="""" />","Since a is always greater than 1 so a is also greater than x, I think it should be a - x instead of x - a, otherwise the volume would be negative.
It should be $$a-x$$."
quiz 5 coverage: Is separable differential equations in the coverage of quiz5?,No
"Will both Shell and Disk method always work?: I know that usually there&#39;s a &#34;better&#34; one to pick, but is there ever a scenario where one method will not work and the other will?","I think there is but I am not sure of the exact scenario.
I suppose if your functions are not invertible, it may not be feasible to set up the integral in one of the methods. But if you&#39;re asking if the two methods always produce the same value: yes, they do "
"Q1A answer: For question 1a of the practice problems, why are the answers dividing up the integral and only solving from 0-2? Thanks!","it is an even function, you can also see from the graph above the solution. So the area of curve from -2 to 0 and 0 to 2 are identical, therefore the volume is simply 2 times the integral from 0 to 2.  You could still solve the volume if you decided to go from -2 to 2. The solution just did it for simplicity."
"DE: what does f(x,phi(x)) mean?<br /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkt7ruyp6gi23k1%2Fb87dc423fcb66ccbd36a752ebf18e9dbf41b5125ecf6d46f787f16eb92d4ddf4%2Fimage.png"" alt=""image.png"" />","I&#39;d have to see the context this is in, but $$f(x,\phi(x))$$ here would typically represent the function which gives the change in $$\phi(x)$$ w.r.t. $$x$$.
I&#39;d have to see the context this is in, but $$f(x,\phi(x))$$ here would typically represent the function which represents the change in $$\phi(x)$$ w.r.t. $$x$$."
"practice quiz mc 2: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwelvposqnn%2F28a2ab1edbe411f5e6f81a9f46d3d47118f0e706eb8e7a6c68fbbd53e7cbfbb6%2FScreenshot_2024-02-14_at_12.01.43_AM.png"" alt=""Screenshot_2024-02-14_at_12.01.43_AM.pngNaN"" />I don&#39;t understand why the shell method work in this case. The 2$$\pi$$ x in the shell is the circumference of the base circle. However, in this case, the base of this solid is a half circle which is not a circle. In other world, the shell method finds the volume by treating the objects as they are made up by hollow cylinder, and sum up all the hollow cylinders. But in this case, there are only half hollow cylinders. The other half is not in the bound. Could some explain why the shell method still work?</p>
<p>Thank you</p>","<p>The function $$f$$ is only a half circle (really, quarter circle since we&#39;re working over the interval $$[0,1]$$), however, each shell is still a full cylinder -- draw it out.</p>
<p></p>
<p>In general, the function $$f$$ doesn&#39;t have to be related to a circle in any way. When it&#39;s rotates about an axis, though, it will generate cylindrical shells that have a full circle as their base.</p>"
"Practice Quiz 5 SA1: Can I use the Disk Method for this question?<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl6at4vly2vo7m4%2F20571af92b1949668a25ebb1aad522c18c36b49f7c431445baf0b37cb15117dd%2FIMG_1809.jpeg"" width=""4000"" height=""484"" alt="""" />","You can, though since you&#39;re rotating about a vertical axis, the disk/washer method requires you to integrate with respect to $$y$$."
"Practice DE: if it&#39;s a constant solution, isn&#39;t its also never decreasing? why does it explicitly ask for non-constant solutions only, is there a reason?<br /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkt7ruyp6gi23k1%2Fb377b9880e38b725703b91957d59130410d28fb210b73bdd927c0c0b07df32c8%2Fimage.png"" alt=""image.pngNaN"" />","I suppose it depends on your definition of &#34;decreasing&#34;. Some texts will consider a constant function to be both increasing and decreasing. Others will consider constant functions to be neither increasing nor decreasing. I think they&#39;re singling out the constant function here to avoid worrying about this.
I suppose it depends on your definition of &#34;decreasing&#34;. Some texts will consider a constant function to be both increasing and decreasing. Others will consider constant functions to be neither increasing nor decreasing. I think their singling out the constant function here to avoid worrying about this."
"How we get the lower bound to be zero?: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwb17ooi55le%2F9ca6b59c4e4dbb2a7b2a8844086b55e75db62c0b583a661d6878724cd84a61fb%2Fimage.png"" alt=""image.pngNaN"" />","function is in terms of x, using method of disks, so we need disks from x=0 to x=2, as shown in the picture. 
https://piazza.com/class/lpvj0xmshic497/post/317"
"[Weekly PP5] Q4: Hi, I am confused about the statement: &#34;<strong>Every member of the family</strong> of functions A sin(kt) &#43; B cos(kt), A, B ∈ R is also a solution&#34;, can anyone elaborate more about this? Thanks","Take into account the entire sentence: &#34;<strong>For those values of k that you found in part (a), verify that</strong> every member of the family of<br />functions A sin(kt) &#43; B cos(kt), A, B ∈ R is also a solution.&#34;<br /><br />They want you to verify that every k you found is a solution to the DE. They are <strong>not</strong> saying that every member is a solution.
Take into account the entire sentence: &#34;<strong>For those values of k that you found in part (a), verify that</strong> every member of the family of<br />functions A sin(kt) &#43; B cos(kt), A, B ∈ R is also a solution.&#34;<br /><br />They want you to verify that every k you found is a solution to the DE. They are <strong>not</strong> saying that every member is a solution, only for those specific k-values.
To verify that a function is a solution to a DE, compute the relevant derivatives and show the LHS of the DE is equal to the RHS."
"Week 5 Q4: In the solution, we cancel cos(kt) on both sides. Howcome we are able to do this? Shouldn&#39;t pi/2 &#43; npi for nEZ be a solution as well?<br /><br /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwclm3shhvy%2F0b18c618c8dbbab6f8685d3d2b8d00577e781313272812a68c18aaa5c200d347%2FIMG_64F364FEE981-1.jpeg"" alt=""IMG_64F364FEE981-1.jpegNaN"" />","Is $$\cos\left(\frac{\pi}{2}t\right)$$ really always 0?
If $$\cos\left(\frac{\pi}{2}t\right)$$ really always 0?"
"Week 5 Q5: <p>Trivially, y=1 is a constant solution. How do we know it&#39;s the only constant solution? Are we observing the equation y&#39; = (y-1)^2, omitting e^x because e^x≠0? Even then, how should we confidently conclude that y=1 is the only constant solution?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwclm3shhvy%2F96b1df70110ba8781d76a509654f2a741c2ef74ecce91093c567f1afc451e057%2FScreenshot_2024-02-14_at_10.41.52_AM.png"" alt=""Screenshot_2024-02-14_at_10.41.52_AM.pngNaN"" /></p>",What solutions do you find if you try the family of constant solutions $$y=C$$ in the ODE?
"DE&#39;s video: <p>Can someone explain in a bit more detail how the MVT was applied here?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwclm3shhvy%2F6978ab9dc2a4b52386791d43da8508e25271262ff7d3d5d2242fc57c4bcedc38%2FScreenshot_2024-02-14_at_12.57.35_PM.png"" alt=""Screenshot_2024-02-14_at_12.57.35_PM.pngNaN"" /></p>","<p>Yeah this isn&#39;t super obvious, but I think what they&#39;re getting at is the the MVT can be used to prove that if a function has derivative $$0$$, then that function must be a constant function.</p>
<p></p>
<p>How does this help to show that any solution has the form $$f(x)=Ce^x$$?</p>
<p></p>
<p>Well... suppose that $$f$$ is a differentiable function satisfying $$f^\prime(x)=f(x)$$ and consider the function $$g(x)=\frac{f(x)}{e^x}$$. We have </p>
<p style=""text-align:center"">$$\begin{align*}
g^\prime(x)&=\frac{f^\prime(x)e^x-f(x)e^x}{e^{2x}} \tag{by the quotient rule}\\
&=\frac{f^\prime(x)-f(x)}{e^{x}} \tag{cancelling $e^x$}\\
&=0 \tag{since $f^\prime(x)=f(x).$}
\end{align*}$$</p>
<p style=""text-align:center""></p>
<p style=""text-align:left"">Since $$g^\prime(x)=0$$, $$g(x)=C$$ for some constant $$C$$. That is, $$\frac{f(x)}{e^x}=C$$, so $$f(x)=Ce^x$$.</p>"
"Week 5 Q1B: I can use the washer method here as well right, it doesn’t have to be just shells?","You <em>could</em> but it would be much more challenging to do this with washers. The reason is that you would need to integrate with respect to $$y$$, and the function $$y=4x-x^2$$ is not super nice in terms of $$y$$. Ultimately the integral would need to be split into two. It would be much worse than with shells."
"Functions of y and x: This might be a silly question, but I am confused about what functions of y and x are. Is function of y in the form of y=2x for example and function of x in the form of x = 2y ? ","<p>A function of $$x$$ would be something of the form $$y=f(x)$$; so, for example, $$y=\sin(x)$$ or $$y=x^3+e^x+1$$.</p>
<p><br />A function of $$y$$ would instead have the form $$x=g(y)$$. For instance, $$x=y^2$$ or $$x=e^y.$$</p>
<p>A function of $$x$$ would be something of the form $$y=f(x)$$; so, for example, $$y=\sin(x)$$ or $$y=x^3+e^x+1$$.</p>
<p><br />A function of $$y$$, would instead have the form $$x=g(y)$$. For instance, $$x=y^2$$ or $$x=e^y.$$</p>"
What is the coverage of Quiz 5?: I am not able to understand what is exactly covered in Quiz 5 from the chapter differential equation. Can someone please list all the sections (from the textbook) that are covered in quiz 5?,"This is stated in the weekly outline. Sections 3.2, 3.3, 4.1, 4.5.1. The section on arc length is optional and not tested."
"Fall 2023 Final: <p>Shouldnt e^-6x be in the denominator in this answer?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwclm3shhvy%2Fb2e1b996e309be7e6360894acad2a59084fd58b66405d6a639b5b41e0be9fac5%2FScreenshot_2024-02-14_at_3.51.49_PM.png"" alt=""Screenshot_2024-02-14_at_3.51.49_PM.pngNaN"" /></p>",How come? Isn’t the integral of e^-6x just -1/6 times e^-6x?
"How to read and interpret a direction field: <p style=""text-align:left"">From the textbook, we have the differential equation:</p>
<p style=""text-align:left""><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwdh2s3927me%2F2b95bc1c840400c2183bbb1fa1fae4211cfe58b8393283f59fdc1dfa0709226b%2Fimage.png"" alt=""image.png"" /></p>
<p style=""text-align:left"">I understand that the direction field is constructed by plotting the arrows (whose direction is y&#39;) given the values of x &#43; y.</p>
<p style=""text-align:left""></p>
<p style=""text-align:left"">What I fail to understand is how we interpret the graph, and what it means to find the solution for y(0) = 1 and y(-1) = 0?</p>
<p style=""text-align:left""></p>
<p style=""text-align:left"">To me, the second graph looks like you are trying to find where y&#39; = -1?</p>
<p style=""text-align:left""><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwdh2s3927me%2F724d2c370b6a61ebc41765c21a0e2bade3f40572595f51c613a8977cb6ff4050%2Fimage.png"" alt=""image.pngNaN"" /></p>","A direction field gives you the different possible solution curves that would satisfy the differential equation. The more detailed you make this field (the more points you draw slopes for), the easier you can see the tangent lines connecting and lining up. You can now “connect the dots” between these tangents to find all the curves that satisfy the differential equation. It is a tool to predict the behaviour of these curves without knowing their formulas.<div><br /></div><div>When we interpret these graphs, we aren’t solving for anything really. Its just a graphical representation of what the possible solutions to the differential equation looks like.</div><div><br /></div><div>Think of it as, “if our solution to our differential equation went through the points (-1, 0), this would be the corresponding curve.”</div><div><br /></div><div>And it follows that if our curve passed through the points (0, 1) as is the case in the image on the left, then that would be the corresponding curve.</div><div><br /></div><div>All the curves obey the restriction of the differential equation, but are different from one another, a direction field lets us visualize all possible solutions to a differential equation.</div>
A direction field gives you the different possible solution curves that would satisfy the differential equation. The more detailed you make this field (the more points you draw slopes for), the easier you can see the tangent lines connecting and lining up. You can now “connect the dots” between these tangents to find all the curves that satisfy the differential equation. It is a tool to predict the behaviour of these curves without knowing their formulas.<div><br /></div><div>When we interpret these graphs, we aren’t solving for anything really. Its just a graphical representation of what the possible solutions to the differential equation looks like.</div><div><br /></div><div>Think of it as, “if our solution to our differential equation went through the points (-1, 0), this would be the corresponding curve.”</div><div><br /></div><div>And it follows that if our curve passed through the points (0, 1) as is the case in the image on the left, then that would be the corresponding curve.</div>
A direction field gives you the different possible solution curves that would satisfy the differential equation. The more detailed you make this field (the more points you draw slopes for), the easier you can see the tangent lines connecting and lining up. You can now “connect the dots” between these tangents to find all the curves that satisfy the differential equation. It is a tool to predict the behaviour of these curves without knowing their formulas.<div><br /></div><div>When we interpret these graphs, we aren’t solving for anything really. Its just a graphical representation of what the possible solutions to the differential equation looks like.</div><div><br /></div><div>Think of it as, “if our solution to our differential equation went through the points (-1, 0), this would be the corresponding curve.”</div>
A direction field gives you the different possible solution curves that would satisfy the differential equation. The more detailed you make this field (the more points you draw slopes for). The easier you can see the tangent lines connecting and lining up. You can now “connect the dots” between these tangents to find all the curves that satisfy the differential equation. It is a tool to predict the behaviour of these curves without knowing their formulas.<div><br /></div><div>When we interpret these graphs, we aren’t solving for anything really. Its just a graphical representation of what the possible solutions to the differential equation looks like.</div><div><br /></div><div>Think of it as, “if our solution to our differential equation went through the points (-1, 0), this would be the corresponding curve.”</div>
A direction field gives you the different possible solution curves that would satisfy the differential equation. The more detailed you make this field (the more points you draw slopes for). The easier you can see the tangent lines connecting and lining up. You can now “connect the dots” between these tangents to find all the curves that satisfy the differential equation. It is a tool to predict the behaviour of these curves without knowing their formulas.<div><br /></div><div>When we interpret these graphs, we aren’t solving for anything really. Its just a graphical representation of what the possible solutions to the differential equation looks like.</div>
A direction field gives you the different possible solution curves that would satisfy the differential equation. The more detailed you make this field (the more points you draw slopes for). The easier you can see the tangent lines connecting and lining up. You can now “connect the dots” between these tangents to find all the curves that satisfy the differential equation. It is a tool to predict the behaviour of these curves without knowing their formulas.
A direction field gives you the different possible solution curves that would satisfy the differential equation. The more detailed you make this field (the more points you draw slopes for). The easier you can see the tangent lines connecting and lining up. You can now “connect the dots” between these tangents to find all the curves that satisfy the differential equation."
"Practice Quiz5 4: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwarf9r4h3w4%2F97e1b838ada6b34da40447fc840399c6115a892163ee95941d2b8cfab062712b%2FScreenshot_2024-02-14_at_4.25.48_PM.png"" alt=""Screenshot_2024-02-14_at_4.25.48_PM.pngNaN"" width=""880"" height=""174"" /></p>
<p></p>
<p>Can someone explain why the answer is true? Shouldn&#39;t we always use disk method in this case? Thank you!</p>","Your functions are in terms of y, notice it’s f(y), and not f(x), this effectively rotates your workspace 90 degrees, which is why the cylindrical shell method is simpler in this case. <div><br /></div><div>To visualize, imagine the y axis is now where your independent variable lies, so orient your graph so the y axis is on the bottom and the x-axis is your new “height/output”, and now your horizontal line you were rotating around becomes vertical, and the cylindrical shell method can be applied.</div>
Your functions are in terms of y, notice it’s f(y), and not f(x), this effectively rotates your workspace 90 degrees, which is why the cylindrical shell method is simpler in this case. <div><br /></div><div>To visualize, imagine the y axis is now where your independent variable lies, so orient your graph so the y acis is on the bottom and the x-axis is your new “height/output”, and now your horizontal line you were rotating around becomes vertical, and the cylindrical shell method can be applied.</div>
Your functions are in terms of y, notice it’s f(y), and not f(x), this effectively rotates your workspace 90 degrees, which is why the cylindrical shell method is simpler in this case. 
Your functions are in terms of y, notice it’s f(y), and not f(x), this effectively rotates your workspace, which is why the cylindrical shell method is simpler in this case. "
"Quiz: <p>Does anyone know where&#39;s EXP</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl6at09vq5bj7pg%2Fc11ee1a89ed623f31e9e243e28b59202bbce28862d5913423a64741267fff960%2F9561707946472_.pic.jpg"" alt=""9561707946472_.pic.jpg"" /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl6at09vq5bj7pg%2Fc11ee1a89ed623f31e9e243e28b59202bbce28862d5913423a64741267fff960%2F9561707946472_.pic.jpg"" alt=""9561707946472_.pic.jpg"" /></p>","Health building, near the construction going on near SLC"
Practice Quiz 5 LA 1: Does it matter if we do $$\pi\int_a^b (f(x)-c)^2 - (g(x)-c)^2 dx$$ or $$\pi\int_a^b (c-f(x))^2 - (c-g(x))^2 dx$$ for the disk method and $$2\pi\int_a^b (x-c)(f(x) - g(x)) dx$$ or $$2\pi\int_a^b (c-x)(f(x) - g(x)) dx$$ for the shell method? I tried doing the same question in both ways and seem to get the same answer anyway whether I subtract $$c$$ from $$f(x)$$ or $$f(x)$$ from $$c$$.,"for the first one it shouldn&#39;t make a difference because it is squared anyway however notice for the second one, it introduces a negative in your answer I am pretty sure. "
Midterm review: Is there a Midterm review session for 138? ,"And what&#39;s the range of contents that will be covered in MT?
<p>I&#39;m not sure if Mathsoc is hosting anything. I believe that Jacob will be doing a review session covering the midterm sometime next week.</p>
<p></p>
<p>In terms of the specific content covered, there will be a more official post next week after the midterm has been finalized.</p>"
Midterm coverage: What is the midterm coverage&gt;,@362
"Integral of 1/e^x from 1 to infinity: <p>So I tried showing that 1/e^x converges to e^1 but instead I got e^-1. <br /><br /></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwclm3shhvy%2F3deb982f21ce422aaf0a9a0bd069af2408d7bc9f6b5dc33143334623fc23ec51%2FScreenshot_2024-02-17_at_11.49.41_AM.png"" alt=""Screenshot_2024-02-17_at_11.49.41_AM.png"" /></p>","so whats your question 
It should be $$e^{-1}$$"
"additional practice 6 Q3: <p>How would I go about solving this integral?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwam6q3i52z9%2F1b45c04520e99dd55ec9d961ed333dcbeee67a05e064892f5f1be4886e74a941%2FScreen_Shot_2024-02-17_at_5.30.24_PM.png"" alt=""Screen_Shot_2024-02-17_at_5.30.24_PM.pngNaN"" /></p>","If you don&#39;t have $$y(t)$$, then you can&#39;t solve the integral directly. Is there anything we can do to the equation to get rid of the integral?
Calculus has a very fundamental theorem. "
"additional practice 6 Q2: <p>I substituted v=y/x^2 in and i get y&#39; = 2vx &#43; cosv but i have no idea where to go from there since its not a linear equation and its also not seperable.</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwam6q3i52z9%2Feac8f92e9cfe728fc013e448013a77527a8ac531147ce7b6650865d82a4751fa%2FScreen_Shot_2024-02-17_at_5.51.23_PM.png"" alt=""Screen_Shot_2024-02-17_at_5.51.23_PM.pngNaN"" /></p>","The idea with a substitution is that you transform the ODE for $$y(x)$$ into an ODE for $$v(x)$$. This means that the transformed ODE can&#39;t have any expressions with $$y$$ in it. In this case, you got to $$y' = 2vx + \cos(v)$$ and we still need to remove the $$y'$$ in this expression. Can you think of how you can do so using $$v = \frac{y}{x^2}$$?"
y&#39; = e^xcos(y) is separable right: ,Yes
"When dx/dy is in the equation, are we solving for x and not y?: <p>In our solution, are we meant to isolate for the variable x in this case?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwclm3shhvy%2Fec27bcef5e0b9b03bf90c628cbd6fc0625e55988a7efee02b2a2e1882d87c787%2FScreenshot_2024-02-17_at_10.04.13_PM.png"" alt=""Screenshot_2024-02-17_at_10.04.13_PM.pngNaN"" /></p>",You probably won&#39;t be able to -- the relationship is too complicated. You can leave your answer as an implicit function.
"Re: Linear first order DE: <p>In this example, how do you recognize that the first line equates to the third?</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqw8m8y7to62l%2F7999835c4edc614833fdb715ff6c87dcf4ab23b505d433d19c2ad67c907a8b29%2Fimage.png"" alt=""image.png"" width=""222"" height=""145"" /></p>","After multiplying by the integrating factor $$\mu(x)$$, the LHS of a linear DE will always factor as $$(\mu(x)y)^\prime$$.
A linear DE will always factor as $$(\mu(x)y)^\prime$$, where $$\mu(x)$$ is the integrating factor.
<p>If you&#39;re wondering how to simply recognize they are equal, not how to actually find the third line, you can take the derivative of the left side of the third line and you should get the left side of the second line.</p>
<p></p>
<p>Here are the steps in case you&#39;re stuck:</p>
<p></p>
<p>$$\frac{d}{dx}(e^{x^2}y)$$</p>
<p>$$= \frac{d}{dx}e^{x^2}y + e^{x^2}\frac{d}{dx}y$$ (product rule)</p>
<p>$$=2xe^{x^2}y + e^{x^2}\frac{dy}{dx}$$</p>
<p>$$=e^{x^2}(2xy + \frac{dy}{dx})$$ (factor out $$e^{x^2}$$)</p>"
